tool	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0
cra-monotone-integralized/loops/verisec_OpenSER_cases1_stripFullBoth_arr8080e5.ihull2_integralized.yml	done	0.640160895	0.644373949005967	43.692032	9.642273	done	294.186237625	294.40084439498605	730.083328	4274.019165	TIMEOUT	300.678486837	300.84908469597576	764.841984	4203.815063
cra-monotone-integralized/nla-digbench-scaling/dijkstra-u_unwindbound105fa88c.ihull0_integralized.yml	done	6.457335812	6.467993847007165	59.289600	120.455505	TIMEOUT	305.376015743	51.29612975200871	110.297088	817.239990	TIMEOUT	304.555419117	69.8057079820137	265.256960	1055.230774
cra-monotone-integralized/nla-digbench-scaling/dijkstra-u_unwindbound5056e7ec.ihull0_integralized.yml	done	7.880474853	7.889063921000343	60.362752	112.146729	TIMEOUT	305.073167917	51.756413284980226	106.098688	637.300720	TIMEOUT	303.06033911	70.56443366201711	259.059712	945.345154
cra-monotone-integralized/nla-digbench-scaling/dijkstra-u_unwindbound50ad8ce.ihull0_integralized.yml	done	5.304715987	5.320522249996429	53.620736	82.723511	TIMEOUT	306.130948773	51.8384492250043	108.945408	693.512085	TIMEOUT	305.028524664	70.44617837498663	265.064448	949.238098
cra-monotone-integralized/nla-digbench-scaling/egcd-ll_unwindbound1056b055.ihull0_integralized.yml	TIMEOUT	300.734131664	301.03895819801255	967.847936	4602.944702	done	0.146569202	0.15088310799910687	37.728256	1.731995	done	0.361430568	0.3681105450086761	65.765376	4.610046
cra-monotone-integralized/nla-digbench-scaling/lcm1_unwindbound50cc0996.ihull2_integralized.yml	TIMEOUT	300.701595133	300.848402010015	464.781312	4089.785767	done	96.463801541	96.47805890499149	94.973952	1418.554565	done	99.047404383	99.0756377329817	156.839936	1382.426514
cra-monotone-integralized/nla-digbench-scaling/lcm1_unwindbound5d1c730.ihull2_integralized.yml	TIMEOUT	300.705842646	300.98290865600575	555.712512	4404.690369	done	129.032633953	129.0760733440111	61.931520	1715.040710	done	125.49894048	125.52734455899918	98.316288	1820.032593
cra-monotone-integralized/nla-digbench-scaling/lcm2_unwindbound100ba75cb.ihull0_integralized.yml	TIMEOUT	300.611987504	303.45030617297743	429.580288	4151.285034	done	16.97694688	2.829294831986772	65.474560	50.530640	done	32.734573706	7.591811764985323	149.770240	160.203369
cra-monotone-integralized/nla-digbench-scaling/lcm2_unwindbound1052fe7f.ihull0_integralized.yml	TIMEOUT	300.71786818	301.1955355789978	896.331776	4283.207947	done	16.269591009	2.625110366003355	61.882368	46.236755	done	38.367420144	8.773517404013546	146.153472	125.261414
cra-monotone-integralized/nla-digbench-scaling/lcm2_unwindbound2030dcb6.ihull0_integralized.yml	TIMEOUT	300.707450957	301.1309136119962	768.212992	4351.002747	done	15.870083098	2.5215122459921986	61.829120	47.159973	done	39.57897036	9.082504135993076	150.376448	134.004395
cra-monotone-integralized/nla-digbench-scaling/lcm2_unwindbound256661d.ihull0_integralized.yml	TIMEOUT	300.706117551	300.8904795690032	522.399744	4194.725830	done	14.522019667	2.3717035920126364	61.046784	49.466797	done	37.404900382	8.638833154982422	148.357120	128.833679
cra-monotone-integralized/nla-digbench-scaling/lcm2_unwindbound5022615e.ihull0_integralized.yml	TIMEOUT	300.706331228	300.87791268498404	634.310656	4355.368408	done	17.836355126	2.9634698769950774	61.624320	54.711670	done	38.189707018	8.870281716022873	145.829888	130.071289
cra-monotone-integralized/nla-digbench-scaling/lcm2_unwindbound509629b.ihull0_integralized.yml	TIMEOUT	300.700591796	300.97747915098444	685.551616	4010.145752	done	16.353501336	2.6679675439954735	61.911040	44.528992	done	37.420639573	8.604992337001022	146.157568	126.697510
cra-monotone-integralized/nla-digbench-scaling/prod4br-ll_unwindbound20b256b0.ihull0_integralized.yml	done	0.947904141	0.9546102540043648	43.835392	14.815186	done	162.226172016	29.618834911001613	236.437504	473.517944	TIMEOUT	301.459011068	91.46686835697619	599.965696	1350.073242
cra-monotone-integralized/nla-digbench-scaling/prod4br-ll_unwindbound5548f54.ihull0_integralized.yml	done	0.905303274	0.9097235140216071	41.525248	11.280945	done	171.701145214	30.891910829988774	246.272000	454.150208	TIMEOUT	301.200225923	91.38241882200236	588.328960	1318.508606
cra-monotone-integralized/nla-digbench-scaling/prod4br-ll_valuebound2010d1e3.ihull0_integralized.yml	done	8.774840425	8.780461048998404	61.616128	171.363525	TIMEOUT	303.951707621	43.3957156399847	67.530752	457.707642	TIMEOUT	303.568104379	43.75970679501188	94.208000	457.894897
cra-monotone-integralized/nla-digbench-scaling/prod4br-ll_valuebound2252d92.ihull0_integralized.yml	done	9.072543868	9.082234385015909	61.599744	110.344299	TIMEOUT	303.891341049	43.04721696299384	66.248704	469.505615	TIMEOUT	304.556095417	43.17062007600907	93.569024	475.469055
cra-monotone-integralized/nla-digbench-scaling/prod4br-ll_valuebound50ff8f95.ihull0_integralized.yml	done	8.89470622	8.905751100013731	61.599744	136.076233	TIMEOUT	303.393811118	43.63492271798896	66.404352	462.491455	TIMEOUT	302.168399611	43.62623315898236	92.909568	495.961609
cra-monotone-integralized/nla-digbench-scaling/prod4br-ll_valuebound556e447.ihull0_integralized.yml	done	8.165858303	8.170906953018857	61.603840	149.797668	TIMEOUT	302.67472018	43.14829696301604	66.183168	475.266357	TIMEOUT	304.076160341	43.328510371007724	93.577216	481.658813
