tool	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0
polybench-integralized/2mm.merged.chull2_integralized.yml	done	0.051380713	0.05558607299462892	30.031872	0.210266	done	0.044991844	0.04548161299317144	30.212096	0.101135	done	0.041058823	0.041451163997408	30.371840	0.171692
polybench-integralized/2mm.merged.chull3_equivalent.yml	done	0.05392077	0.054651200014632195	29.450240	0.170532	done	0.044822777	0.04529653399367817	29.454336	0.155457	done	0.06132041	0.062333711015526205	29.560832	0.105774
polybench-integralized/2mm.merged.chull4_integralized.yml	done	0.043223372	0.04738167597679421	29.913088	0.243713	done	0.064655639	0.06519260499044321	30.044160	0.133728	done	0.041949178	0.04239308199612424	29.941760	0.055359
polybench-integralized/2mm.merged.chull5_integralized.yml	done	0.040302759	0.04454647901002318	29.913088	0.185364	done	0.067037308	0.0681444109941367	30.072832	0.229797	done	0.042746173	0.043472910998389125	30.302208	0.356750
polybench-integralized/2mm.merged.chull6_equivalent.yml	done	0.05347408	0.05814209999516606	31.027200	0.291138	done	0.437224756	0.13131220001378097	36.913152	2.342346	done	0.630184289	0.17983715698937885	40.955904	3.705811
polybench-integralized/2mm.merged.chull7_integralized.yml	done	0.086199093	0.09077338399947621	31.809536	0.536011	done	3.84059846	1.0510290430102032	99.926016	21.978271	done	5.713979017	1.5105832199915312	101.965824	32.368530
polybench-integralized/2mm.merged.chull8_equivalent.yml	done	0.057029938	0.05865899700438604	29.396992	0.254944	done	0.090712043	0.09249146998627111	29.597696	0.212830	done	0.063034439	0.0642632829840295	29.569024	0.322815
polybench-integralized/2mm.merged.chull9_integralized.yml	done	0.05385942	0.05806029602536	29.782016	0.150696	done	0.047955663	0.04882434199680574	29.913088	0.263611	done	0.039077386	0.039854277012636885	29.999104	0.303772
polybench-integralized/3mm.merged.chull0_equivalent.yml	done	0.036674582	0.03838533500675112	29.454336	0.125793	done	0.052894884	0.05396248199394904	29.523968	0.200012	done	0.03595889	0.036818765016505495	29.589504	0.169983
polybench-integralized/3mm.merged.chull10_integralized.yml	done	0.073628556	0.07868666198919527	31.793152	0.512268	done	3.686865821	0.9400245930009987	99.946496	19.946228	done	5.96571233	1.5843321719730739	101.994496	31.426636
polybench-integralized/3mm.merged.chull11_equivalent.yml	done	0.049262136	0.053433523018611595	29.429760	0.182983	done	0.124434873	0.12507089899736457	29.483008	0.394592	done	0.06902225	0.07036899702507071	29.507584	0.226440
polybench-integralized/3mm.merged.chull12_integralized.yml	done	0.040994758	0.04538763899472542	29.782016	0.178040	done	0.050443021	0.05174476400134154	29.908992	0.402222	done	0.042170497	0.04254076301003806	30.052352	0.137024
polybench-integralized/3mm.merged.chull13_equivalent.yml	done	0.046207967	0.0503841899917461	29.425664	0.173950	done	0.037151947	0.03766647301381454	29.544448	0.225891	done	0.039445201	0.03988104697782546	29.622272	0.171631
polybench-integralized/3mm.merged.chull14_integralized.yml	done	0.054130607	0.05855632098973729	29.757440	0.244385	done	0.041854454	0.042373713018605486	29.880320	0.299133	done	0.040891929	0.04176733997883275	30.105600	0.291565
polybench-integralized/3mm.merged.chull15_equivalent.yml	done	0.047628723	0.052408505987841636	29.413376	0.218140	done	0.043547461	0.044014207989675924	29.442048	0.356445	done	0.04017978	0.040678293007658795	29.466624	0.232056
polybench-integralized/3mm.merged.chull16_integralized.yml	done	0.05381984	0.05794213400804438	29.794304	0.216858	done	0.039955271	0.040388266992522404	29.913088	0.280396	done	0.040098876	0.04109506300301291	30.048256	0.582764
polybench-integralized/3mm.merged.chull17_equivalent.yml	done	0.049389687	0.05358182199415751	29.364224	0.109314	done	0.038960067	0.039414401981048286	29.646848	0.088013	done	0.051559244	0.05203502898802981	29.511680	0.166748
polybench-integralized/3mm.merged.chull18_integralized.yml	done	0.03918985	0.03980753000359982	29.847552	0.222168	done	0.046677945	0.04730174000724219	29.921280	0.285522	done	0.0427191	0.0431019079987891	29.949952	0.008362
polybench-integralized/3mm.merged.chull1_integralized.yml	done	0.061126857	0.06534137000562623	29.786112	0.203552	done	0.047885238	0.04861878798692487	29.970432	0.228333	done	0.03880307	0.03928469799575396	30.081024	0.065552
polybench-integralized/3mm.merged.chull2_integralized.yml	done	0.043594325	0.04604162200121209	29.937664	0.210754	done	0.042234108	0.04267260400229134	30.306304	0.121887	done	0.038917405	0.03934869801742025	30.298112	0.191101
polybench-integralized/3mm.merged.chull3_equivalent.yml	done	0.043339621	0.047564367996528745	29.442048	0.259338	done	0.036127555	0.03655055901617743	29.564928	0.155518	done	0.035666994	0.036255421000532806	29.454336	0.231445
polybench-integralized/3mm.merged.chull4_integralized.yml	done	0.038689339	0.04297471098834649	29.806592	0.192078	done	0.041635196	0.04206404398428276	29.925376	0.316895	done	0.044945033	0.04542868002317846	29.966336	0.204712
polybench-integralized/3mm.merged.chull5_integralized.yml	done	0.045904259	0.050142224004957825	30.027776	0.210510	done	0.042689006	0.04310528200585395	30.175232	0.205200	done	0.046308135	0.047039636003319174	30.388224	0.199463
polybench-integralized/3mm.merged.chull6_equivalent.yml	done	0.050830402	0.055021124018821865	29.388800	0.248413	done	0.040313306	0.041319059004308656	29.552640	0.257202	done	0.037341363	0.03804993099765852	29.696000	0.116028
polybench-integralized/3mm.merged.chull7_integralized.yml	done	0.044339676	0.04500521699083038	29.753344	0.213196	done	0.04149598	0.041966254997532815	29.904896	0.289551	done	0.050476016	0.05114458399475552	29.966336	0.349731
polybench-integralized/3mm.merged.chull8_integralized.yml	done	0.040237694	0.044492412998806685	30.105600	0.247070	done	0.047643777	0.048374031990533695	30.261248	0.227783	done	0.04313406	0.04383658498409204	30.416896	0.259216
polybench-integralized/3mm.merged.chull9_equivalent.yml	done	0.088824572	0.09306766698136926	30.855168	0.322021	done	0.379877799	0.12297550498624332	36.601856	1.463989	done	0.524273523	0.1597733539820183	40.902656	2.576782
polybench-integralized/adi.merged.chull0_equivalent.yml	done	0.047789932	0.05199865598115139	29.392896	0.201843	done	0.034952348	0.03538153899717145	29.552640	0.075745	done	0.035187779	0.03556657399167307	29.528064	0.246460
polybench-integralized/adi.merged.chull1.renamed_integralized.yml	done	0.059270565	0.06384201100445352	29.933568	0.275940	done	0.063711388	0.06414785698871128	29.724672	0.250671	done	0.039984378	0.04061104101128876	29.958144	0.251526
polybench-integralized/adi.merged.chull10_integralized.yml	done	0.067966351	0.06905470899073407	31.113216	0.208374	done	0.080731939	0.08115973399253562	33.619968	0.680115	done	0.078833029	0.07948542200028896	33.484800	0.766907
polybench-integralized/adi.merged.chull11_equivalent.yml	done	0.069874939	0.07699941599275917	31.612928	0.351868	done	0.526812215	0.15044812898850068	36.302848	2.735718	done	0.466925565	0.14565267399302684	40.337408	2.234619
polybench-integralized/adi.merged.chull12_integralized.yml	done	0.07153058	0.07575551301124506	31.989760	0.497070	done	2.871150583	0.6247004909964744	46.215168	13.339417	done	3.963140384	1.0952957090048585	54.882304	22.628479
polybench-integralized/adi.merged.chull13_equivalent.yml	done	0.037232515	0.04145740598323755	29.474816	0.212708	done	0.063000357	0.0639812670124229	29.442048	0.277344	done	0.058177304	0.05926583899417892	29.577216	0.262451
polybench-integralized/adi.merged.chull14_integralized.yml	done	0.046419534	0.05179729498922825	29.782016	0.162170	done	0.042851283	0.04406916300649755	29.814784	0.238525	done	0.053838831	0.05432790800114162	29.839360	0.191345
polybench-integralized/adi.merged.chull1_integralized.yml	done	0.055584842	0.05965536998701282	29.814784	0.298462	done	0.041613255	0.042154115973971784	29.847552	0.110046	done	0.036564398	0.03707134799333289	29.806592	0.310852
polybench-integralized/adi.merged.chull2_equivalent.yml	done	0.056996361	0.06110187599551864	29.519872	0.234558	done	0.039168005	0.04032187900156714	29.519872	0.235596	done	0.037105201	0.037612899992382154	29.556736	0.050293
polybench-integralized/adi.merged.chull3_equivalent.yml	done	0.039993136	0.04510429600486532	29.454336	0.128967	done	0.037552507	0.03804541999124922	29.450240	0.204407	done	0.041202064	0.04187710798578337	29.650944	0.019104
polybench-integralized/adi.merged.chull4_integralized.yml	done	0.049763046	0.053850067022722214	29.831168	0.137024	done	0.040881596	0.04156027000863105	29.822976	0.099365	done	0.038151172	0.03867002102197148	29.798400	0.265381
polybench-integralized/adi.merged.chull5_equivalent.yml	done	0.0390056	0.04309041000669822	29.454336	0.173096	done	0.051986958	0.052776308002648875	29.474816	0.154297	done	0.065559457	0.06630677700741217	29.540352	0.105713
polybench-integralized/adi.merged.chull6_integralized.yml	done	0.039755785	0.04403583498788066	29.818880	0.170715	done	0.050808534	0.051750807993812487	30.175232	0.278137	done	0.050998863	0.05168265401152894	30.396416	0.130859
polybench-integralized/adi.merged.chull7_equivalent.yml	done	0.054924848	0.05903506401227787	29.429760	0.176392	done	0.054174403	0.05491945700487122	29.519872	0.194641	done	0.03516543	0.035977224993985146	29.458432	0.059509
polybench-integralized/adi.merged.chull8_equivalent.yml	done	0.043350486	0.047707959020044655	29.388800	0.183472	done	0.064183134	0.06468317899270914	29.515776	0.187866	done	0.035556505	0.03596675000153482	29.556736	0.215149
polybench-integralized/adi.merged.chull9_integralized.yml	done	0.077704288	0.08216815799823962	29.712384	0.193298	done	0.044961586	0.045652745000552386	29.835264	0.280396	done	0.046796485	0.047810774005483836	29.913088	0.296997
polybench-integralized/atax.merged.chull0_equivalent.yml	done	0.035713904	0.03991628499352373	29.442048	0.147278	done	0.040983412	0.04142140698968433	29.519872	0.190186	done	0.036369963	0.036766072997124866	29.478912	0.158569
polybench-integralized/atax.merged.chull1_equivalent.yml	done	0.050581357	0.05481270101154223	29.405184	0.196655	done	0.053773403	0.054259083000943065	29.540352	0.243164	done	0.047186912	0.04795347701292485	29.581312	0.196472
polybench-integralized/atax.merged.chull2_integralized.yml	done	0.056093026	0.06014860901632346	29.962240	0.236816	done	0.050583668	0.05100941698765382	30.175232	0.229919	done	0.046880457	0.047440592024941	30.208000	0.266113
polybench-integralized/atax.merged.chull3_equivalent.yml	done	0.039748453	0.04379367298679426	29.388800	0.150269	done	0.035619156	0.03604213599464856	29.540352	0.208191	done	0.034790315	0.03544999600853771	29.466624	0.235352
polybench-integralized/atax.merged.chull4_integralized.yml	done	0.053228733	0.05826565402094275	30.961664	0.343750	done	0.276620888	0.11553849600022659	35.532800	1.098022	done	0.686022191	0.1741381449974142	40.341504	3.101257
polybench-integralized/atax.merged.chull5_equivalent.yml	done	0.043454781	0.04780679399846122	29.388800	0.229797	done	0.036411379	0.036823394999373704	29.528064	0.259766	done	0.036896752	0.037741709005786106	29.446144	0.155029
polybench-integralized/atax.merged.chull6_integralized.yml	done	0.040096198	0.04454403297859244	29.822976	0.225281	done	0.041066407	0.04147771300631575	29.904896	0.152649	done	0.038653838	0.04029318198445253	29.913088	0.280273
polybench-integralized/atax.merged.chull7_equivalent.yml	done	0.048398411	0.05262883400428109	29.564928	0.120300	done	0.050353475	0.05081559901009314	29.548544	0.297241	done	0.040807232	0.04132322600344196	29.503488	0.167114
polybench-integralized/bicg.merged.chull0_equivalent.yml	done	0.041721679	0.0456993660191074	29.421568	0.131775	done	0.038550432	0.03902141298749484	29.585408	0.138367	done	0.044730877	0.04518358601490036	29.487104	0.437866
polybench-integralized/bicg.merged.chull1_integralized.yml	done	0.041226943	0.0454552189912647	29.925376	0.150879	done	0.043353168	0.043747558986069635	29.958144	0.211731	done	0.043402685	0.04779791799956001	29.921280	0.323425
polybench-integralized/bicg.merged.chull2_equivalent.yml	done	0.049447974	0.05424086601124145	29.396992	0.243591	done	0.051267717	0.051923780993092805	29.458432	0.214294	done	0.038088105	0.03877373700379394	29.491200	0.358582
polybench-integralized/bicg.merged.chull3_integralized.yml	done	0.05962162	0.06382564298110083	31.100928	0.259949	done	0.28960125	0.10783289800747298	35.586048	1.282837	done	0.512174171	0.15300272600143217	40.333312	2.580322
polybench-integralized/bicg.merged.chull4_integralized.yml	done	0.062246792	0.06637765798950568	31.002624	0.219910	done	0.264736812	0.10099454602459446	35.471360	1.216064	done	0.669993451	0.18470109402551316	40.345600	3.357849
polybench-integralized/bicg.merged.chull5_equivalent.yml	done	0.044267063	0.0484943579940591	29.569024	0.160828	done	0.045696377	0.046173897018888965	29.519872	0.199646	done	0.080944944	0.08256781499949284	29.544448	0.200073
polybench-integralized/bicg.merged.chull6_integralized.yml	done	0.051357365	0.055435490008676425	29.827072	0.130615	done	0.039521873	0.03990738300490193	29.880320	0.272339	done	0.051332622	0.053044348023831844	29.970432	0.317871
polybench-integralized/bicg.merged.chull7_equivalent.yml	done	0.040860393	0.04513126000529155	29.470720	0.218140	done	0.054426761	0.05558683001436293	29.650944	0.237793	done	0.036802137	0.03752623399486765	29.511680	0.170044
polybench-integralized/cholesky.merged.chull0_integralized.yml	done	0.055195849	0.05930069298483431	29.519872	0.140198	done	0.041327862	0.04226177799864672	29.609984	0.291077	done	0.041962763	0.04264681099448353	29.585408	0.140076
polybench-integralized/cholesky.merged.chull1_integralized.yml	done	0.047736854	0.05213789499248378	29.917184	0.253906	done	0.058843963	0.059397721983259544	30.294016	0.270996	done	0.05148508	0.05202644399832934	30.375936	0.189697
polybench-integralized/cholesky.merged.chull2_integralized.yml	done	0.04020745	0.04441008999128826	29.442048	0.135742	done	0.043959678	0.044614914018893614	29.626368	0.142578	done	0.037221905	0.03764709402457811	29.655040	0.089478
polybench-integralized/cholesky.merged.chull3_integralized.yml	done	0.068546465	0.07266272499691695	30.609408	0.270630	done	0.060419811	0.060914800997124985	31.838208	0.391663	done	0.059068433	0.059445917984703556	32.296960	0.862305
polybench-integralized/cholesky.merged.chull4_equivalent.yml	done	0.066975444	0.06794334299047478	31.277056	0.320374	done	0.370719727	0.11684407101711258	36.233216	1.611511	done	0.464446972	0.14243699799408205	40.402944	2.777588
polybench-integralized/cholesky.merged.chull5_integralized.yml	done	0.086991342	0.09136044001206756	31.936512	0.532593	done	4.054172914	0.882457906001946	46.264320	21.410767	done	4.673365808	1.2085599370184354	54.767616	24.606873
polybench-integralized/cholesky.merged.chull6_equivalent.yml	done	0.036900823	0.03759703299147077	29.388800	0.225403	done	0.095512403	0.09888311600661837	29.519872	0.260132	done	0.050176398	0.05159978897427209	29.495296	0.353210
polybench-integralized/cholesky.merged.chull7_integralized.yml	done	0.063655132	0.06790392799302936	29.814784	0.116577	done	0.059576642	0.06013298098696396	29.732864	0.211487	done	0.054062847	0.055105306004406884	29.843456	0.209045
polybench-integralized/correlation.merged.chull0_equivalent.yml	done	0.038609112	0.04266099300002679	29.429760	0.330078	done	0.037613686	0.03807990098721348	29.540352	0.313721	done	0.038333918	0.03889347202493809	29.577216	0.261047
polybench-integralized/correlation.merged.chull10_integralized.yml	done	0.077743415	0.08197905597626232	31.924224	0.449097	done	2.564655736	0.6342022560129408	56.803328	13.243347	done	4.407803416	1.1684633069962729	66.093056	28.603455
polybench-integralized/correlation.merged.chull11_equivalent.yml	done	0.043451006	0.04772378702182323	29.401088	0.179565	done	0.070826496	0.07147043599979952	29.519872	0.285339	done	0.125428467	0.12637255201116204	29.491200	0.369995
polybench-integralized/correlation.merged.chull12_integralized.yml	done	0.050587109	0.05484436600818299	29.708288	0.215332	done	0.051035471	0.051742576994001865	30.019584	0.280823	done	0.107325293	0.10834647199953906	30.044160	0.313660
polybench-integralized/correlation.merged.chull1_integralized.yml	done	0.042068819	0.04643077601213008	29.913088	0.266357	done	0.049796226	0.05030194399296306	29.949952	0.123596	done	0.102276815	0.10482497300836258	29.929472	0.210449
polybench-integralized/correlation.merged.chull2_integralized.yml	done	0.052253868	0.05633804798708297	29.945856	0.359741	done	0.049657312	0.050337613007286564	30.048256	0.476624	done	0.043528874	0.04468326098867692	30.113792	0.197571
polybench-integralized/correlation.merged.chull3_integralized.yml	done	0.037698079	0.04170097998576239	29.790208	0.307312	done	0.038793554	0.03931723299319856	29.847552	0.341736	done	0.037198454	0.03764112899079919	29.892608	0.142029
polybench-integralized/correlation.merged.chull4_integralized.yml	done	0.054203722	0.058477170998230577	30.400512	0.281372	done	0.061222274	0.061884889990324154	30.740480	0.319214	done	0.0433567	0.04397689999314025	30.846976	0.262268
polybench-integralized/correlation.merged.chull5_equivalent.yml	done	0.03890374	0.04299085499951616	29.466624	0.093750	done	0.04474276	0.045526620000600815	29.433856	0.309143	done	0.045508138	0.04608890099916607	29.601792	0.105652
polybench-integralized/correlation.merged.chull6_integralized.yml	done	0.040344294	0.0449698920128867	29.765632	0.246460	done	0.041423958	0.0418522140244022	29.683712	0.231506	done	0.040623104	0.041435610997723415	29.712384	0.150635
polybench-integralized/correlation.merged.chull7_equivalent.yml	done	0.036808591	0.0413140410091728	29.487104	0.294678	done	0.043094075	0.043757164996350184	29.552640	0.555847	done	0.03952151	0.0402901970082894	29.605888	0.114868
polybench-integralized/correlation.merged.chull8_integralized.yml	done	0.042389196	0.046653433004394174	29.777920	0.256775	done	0.103224699	0.10441364499274641	29.986816	0.290283	done	0.041811632	0.04234596897731535	29.982720	0.161377
polybench-integralized/correlation.merged.chull9_equivalent.yml	done	0.053511534	0.05882217298494652	30.969856	0.376160	done	0.412705004	0.19378328099264763	36.319232	1.439453	done	0.492787874	0.15230039501329884	40.648704	2.267700
polybench-integralized/covariance.merged.chull0_equivalent.yml	done	0.058937684	0.06304693900165148	29.454336	0.163635	done	0.039942993	0.040416406001895666	29.458432	0.319641	done	0.035094782	0.03555120699456893	29.532160	0.414001
polybench-integralized/covariance.merged.chull10_integralized.yml	done	0.038391759	0.04267668499960564	29.786112	0.157837	done	0.04250901	0.042974756011972204	29.716480	0.283630	done	0.037093862	0.03755983998416923	29.962240	0.122559
polybench-integralized/covariance.merged.chull1_integralized.yml	done	0.062684702	0.06676404899917543	29.843456	0.303833	done	0.041589727	0.04199398899800144	29.962240	0.160461	done	0.051029339	0.052318311005365103	29.937664	0.365906
polybench-integralized/covariance.merged.chull2_integralized.yml	done	0.052889298	0.05347536801127717	29.945856	0.334961	done	0.058243823	0.059138229000382125	30.003200	0.342163	done	0.039031461	0.03945725699304603	30.265344	0.076416
polybench-integralized/covariance.merged.chull3_equivalent.yml	done	0.058831146	0.06322739299503155	29.425664	0.225586	done	0.053191845	0.053679161996115	29.454336	0.266663	done	0.048580765	0.04944922699360177	29.515776	0.370117
polybench-integralized/covariance.merged.chull4_integralized.yml	done	0.049692172	0.053903896012343466	29.896704	0.159485	done	0.043227548	0.043733767000958323	29.908992	0.272339	done	0.043101076	0.04475585601176135	30.175232	0.216370
polybench-integralized/covariance.merged.chull5_equivalent.yml	done	0.053970616	0.05819973201141693	29.487104	0.153198	done	0.039721844	0.04038483800832182	29.458432	0.379578	done	0.048753543	0.049851462012156844	29.458432	0.210205
polybench-integralized/covariance.merged.chull6_integralized.yml	done	0.054176336	0.05841039298684336	29.798400	0.112122	done	0.048724884	0.04958309102221392	29.986816	0.478882	done	0.049481732	0.04988467998919077	29.990912	0.239563
polybench-integralized/covariance.merged.chull7_equivalent.yml	done	0.056978498	0.061194262001663446	31.019008	0.257996	done	0.397313083	0.14567984201130457	36.384768	1.828674	done	0.609541909	0.1846415719774086	40.583168	2.924805
polybench-integralized/covariance.merged.chull8_integralized.yml	done	0.062961185	0.06832849400234409	31.854592	0.480286	done	2.77399989	0.6826239960209932	56.963072	14.723694	done	3.522134222	0.9829452879785094	66.351104	20.950134
polybench-integralized/covariance.merged.chull9_equivalent.yml	done	0.051511686	0.05574624700238928	29.343744	0.243652	done	0.046602173	0.04715150999254547	29.462528	0.179077	done	0.045669558	0.046476479008561	29.556736	0.199402
polybench-integralized/doitgen.merged.chull0_equivalent.yml	done	0.036209301	0.03686919901520014	29.442048	0.328613	done	0.044904637	0.0456902580044698	29.470720	0.180420	done	0.035042657	0.03585679299430922	29.540352	0.265198
polybench-integralized/doitgen.merged.chull10_equivalent.yml	done	0.035563171	0.03626082299160771	29.417472	0.213867	done	0.039506612	0.03992103299242444	29.470720	0.092468	done	0.036705339	0.037255527975503355	29.511680	0.148987
polybench-integralized/doitgen.merged.chull11_integralized.yml	done	0.044758328	0.048903420014539734	29.827072	0.354248	done	0.046126386	0.04655709900544025	29.958144	0.309692	done	0.043748984	0.044208036008058116	30.044160	0.267639
polybench-integralized/doitgen.merged.chull12_integralized.yml	done	0.053660475	0.05778092099353671	29.941760	0.254089	done	0.042262876	0.04265212299651466	30.171136	0.104675	done	0.042818116	0.04336865700315684	30.273536	0.438843
polybench-integralized/doitgen.merged.chull1_equivalent.yml	done	0.039259173	0.043467059993417934	29.429760	0.162415	done	0.040482827	0.040917665988672525	29.536256	0.330505	done	0.036079738	0.036964064987841994	29.548544	0.310120
polybench-integralized/doitgen.merged.chull2_integralized.yml	done	0.061903384	0.06620568997459486	29.782016	0.164612	done	0.046158609	0.0466232759936247	29.782016	0.212708	done	0.040809832	0.04145066800992936	29.847552	0.235718
polybench-integralized/doitgen.merged.chull3_integralized.yml	done	0.053558011	0.05788626300636679	30.117888	0.307556	done	0.048575442	0.04898521600989625	30.560256	0.348572	done	0.047223153	0.048021238995715976	30.580736	0.125305
polybench-integralized/doitgen.merged.chull4_integralized.yml	done	0.069255843	0.07355712298885919	30.117888	0.174255	done	0.044712632	0.045113564003258944	30.568448	0.268372	done	0.043898711	0.04434929697890766	30.633984	0.272888
polybench-integralized/doitgen.merged.chull5_equivalent.yml	done	0.062705325	0.06683585298014805	31.125504	0.298401	done	0.280558559	0.10029317799489945	36.274176	1.427002	done	0.452314386	0.1442653060075827	40.456192	2.078674
polybench-integralized/doitgen.merged.chull6_integralized.yml	done	0.07511047	0.07937286701053381	32.100352	0.490295	done	0.457473788	0.14423647601506673	38.981632	2.310730	done	0.625054474	0.19902112998533994	44.580864	3.480469
polybench-integralized/doitgen.merged.chull7_integralized.yml	done	0.106139917	0.10697083998820744	32.243712	0.823364	done	1.226976732	0.3163636190001853	39.829504	6.383240	done	0.699328109	0.25918833998730406	46.268416	3.787476
polybench-integralized/doitgen.merged.chull8_equivalent.yml	done	0.048288229	0.05241453100461513	29.433856	0.141724	done	0.102108219	0.10480266201193444	29.544448	0.357788	done	0.044368873	0.04489487697719596	29.519872	0.211792
