tool	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0
svcomp2025-cra-monotone-hulls/loops/array-22936b5.i---hull-4.yml	done	0.02862	0.03116700598911848	31.715328	done	0.028022	0.030734517989913	31.752192	done	0.030617	0.032638215998304076	31.641600	done	0.032805	0.03473701600159984	32.227328
svcomp2025-cra-monotone-hulls/loops/array-22936b5.i---hull-5.yml	done	0.029619	0.032208988995989785	31.973376	done	0.032763	0.034606852001161315	31.825920	done	0.030116	0.03288587099814322	31.764480	done	0.029311	0.03208489700045902	32.735232
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-0.yml	done	0.055833	0.059161345998290926	34.652160	done	0.071902	0.07444044899602886	35.000320	done	0.041458	0.04349156000535004	34.021376	done	0.144557	0.14806448300078046	42.262528
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-1.yml	done	0.053992	0.056693160004215315	34.770944	done	0.063367	0.06650034298945684	34.992128	done	0.042404	0.0450570829998469	34.160640	done	0.151268	0.1536978890071623	42.217472
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-10.yml	done	0.033621	0.036382545993546955	32.428032	done	0.034462	0.03646544100774918	32.673792	done	0.031282	0.03347727899381425	32.575488	done	0.050775	0.05372161699051503	35.966976
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-11.yml	done	0.033601	0.036381440004333854	32.542720	done	0.035274	0.0382423670089338	32.559104	done	0.031173	0.03343555799801834	32.436224	done	0.051559	0.05422482300491538	36.102144
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-12.yml	done	0.024193	0.026210158990579657	30.969856	done	0.025349	0.02771477100031916	30.973952	done	0.025866	0.028066005994332954	31.100928	done	0.025078	0.027933899997151457	30.953472
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-13.yml	done	0.029389	0.03155477199470624	30.969856	done	0.026882	0.028791837001335807	30.978048	done	0.029862	0.03233607301081065	31.059968	done	0.025984	0.0290005690039834	31.207424
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-14.yml	done	0.026892	0.029648773997905664	30.965760	done	0.029269	0.032057953998446465	31.064064	done	0.028834	0.03153190400917083	31.223808	done	0.025837	0.028946820995770395	31.096832
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-15.yml	done	0.025116	0.027498709998326376	30.978048	done	0.024933	0.027180285993381403	30.957568	done	0.02806	0.031015659013064578	31.010816	done	0.026341	0.028440752008464187	30.957568
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-16.yml	done	0.026726	0.029480408993549645	31.191040	done	0.024943	0.027161634992808104	30.965760	done	0.025864	0.028016484997351654	30.965760	done	0.028274	0.03128042400931008	30.973952
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-17.yml	done	0.026581	0.029538248010794632	31.068160	done	0.024837	0.02738981800212059	31.232000	done	0.028106	0.030743650000658818	30.973952	done	0.027511	0.029891287005739287	30.969856
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-18.yml	done	0.025917	0.028438274006475694	31.055872	done	0.027039	0.029430540002067573	31.223808	done	0.026615	0.02907579200109467	30.965760	done	0.031258	0.0345450559980236	31.395840
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-19.yml	done	0.026398	0.028866510998341255	30.961664	done	0.0251	0.02720503199088853	31.240192	done	0.024994	0.0272213200078113	30.969856	done	0.026557	0.02973045599355828	31.227904
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-2.yml	done	0.057743	0.06033459799073171	34.811904	done	0.071617	0.07382720000168774	35.569664	done	0.047697	0.05076233598811086	34.029568	done	0.212417	0.2153825900022639	42.901504
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-20.yml	done	0.025507	0.02791703700495418	31.145984	done	0.026628	0.028922322002472356	31.105024	done	0.03429	0.03660150300129317	31.145984	done	0.026535	0.02908063499489799	31.096832
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-21.yml	done	0.02826	0.03052782401209697	31.068160	done	0.02704	0.029536381000070833	31.105024	done	0.030891	0.033123882007203065	30.998528	done	0.029646	0.03179997699044179	31.236096
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-22.yml	done	0.025711	0.028600246005225927	31.080448	done	0.024509	0.027307871001539752	30.969856	done	0.026711	0.029118329999619164	30.965760	done	0.025782	0.028197136998642236	30.969856
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-23.yml	done	0.026917	0.029271381004946306	31.199232	done	0.026197	0.028373299006489106	30.973952	done	0.027273	0.029583983996417373	31.088640	done	0.024976	0.028207958006532863	31.227904
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-24.yml	done	0.027352	0.02990761600085534	31.244288	done	0.025559	0.028610037988983095	31.240192	done	0.02593	0.02836558100534603	31.223808	done	0.027777	0.030337952994159423	31.412224
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-25.yml	done	0.02837	0.030745258991373703	31.285248	done	0.026451	0.03014523100864608	31.686656	done	0.033865	0.03689546600799076	31.338496	done	0.026487	0.029075672006001696	31.297536
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-26.yml	done	0.028932	0.031145859000389464	31.277056	done	0.029693	0.032256542006507516	31.395840	done	0.034463	0.037131308010430075	31.412224	done	0.025752	0.028574837997439317	31.444992
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-27.yml	done	0.032952	0.03530053001304623	31.252480	done	0.026601	0.029242054995847866	31.514624	done	0.027777	0.029703627005801536	31.236096	done	0.026892	0.029723854997428134	31.322112
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-28.yml	done	0.032832	0.034947888998431154	31.248384	done	0.027441	0.02988890699634794	31.248384	done	0.026547	0.029365223992499523	31.240192	done	0.026143	0.028480295004555956	31.326208
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-29.yml	done	0.033909	0.03646119601035025	31.244288	done	0.025462	0.027578748995438218	31.256576	done	0.026956	0.030095530004473403	31.592448	done	0.026752	0.02962475299136713	31.322112
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-3.yml	done	0.05892	0.06156558099610265	34.803712	done	0.073073	0.07546505999926012	35.315712	done	0.044186	0.046746647989493795	33.951744	done	0.209489	0.21245849700062536	43.134976
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-30.yml	done	0.026229	0.028930487998877652	31.490048	done	0.025365	0.028518261009594426	31.240192	done	0.026119	0.02896402399346698	31.305728	done	0.028131	0.030286504988907836	31.608832
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-31.yml	done	0.029181	0.0318948799977079	31.223808	done	0.027124	0.029938413004856557	31.236096	done	0.026291	0.029069067008094862	31.088640	done	0.029286	0.03134862400474958	31.297536
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-32.yml	done	0.026614	0.029132935000234284	31.600640	done	0.029154	0.031051754995132796	31.477760	done	0.027132	0.029534606001107022	31.227904	done	0.028184	0.030631935005658306	31.309824
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-33.yml	done	0.028212	0.030383363002329133	31.363072	done	0.026175	0.02884664700832218	31.260672	done	0.027643	0.030352007001056336	31.244288	done	0.031607	0.03477543500775937	31.678464
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-34.yml	done	0.027993	0.03018610700382851	31.244288	done	0.026738	0.02917015299317427	31.383552	done	0.028045	0.030455492000328377	31.498240	done	0.026143	0.028603112004930153	31.318016
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-35.yml	done	0.029934	0.03220236599736381	31.358976	done	0.025706	0.027966674999333918	31.391744	done	0.030889	0.03311331899021752	31.481856	done	0.032981	0.03516968199983239	31.342592
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-4.yml	done	0.076426	0.07902560099319089	35.909632	done	0.104099	0.10889038200548384	36.573184	done	0.04405	0.04610099700221326	34.054144	done	0.215697	0.21853303699754179	42.618880
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-5.yml	done	0.078767	0.08103529199433979	35.913728	done	0.091082	0.09431847400264814	36.560896	done	0.043397	0.04541845699714031	34.050048	done	0.215406	0.2181963680050103	42.565632
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-6.yml	done	0.040102	0.04266030099825002	32.739328	done	0.035601	0.038445744998170994	32.890880	done	0.03253	0.03490869401139207	32.575488	done	0.049277	0.052143139007966965	35.962880
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-7.yml	done	0.035707	0.038104959996417165	32.763904	done	0.038399	0.040117812997777946	32.886784	done	0.032406	0.03500063299725298	32.444416	done	0.049048	0.051530511991586536	36.233216
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-8.yml	done	0.03432	0.0368010630045319	32.604160	done	0.038137	0.040447938998113386	32.632832	done	0.032806	0.03491025499533862	32.280576	done	0.05246	0.055401025005267	36.098048
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-9.yml	done	0.033913	0.03593123299651779	32.542720	done	0.03646	0.038564272996154614	32.919552	done	0.034267	0.036582241009455174	32.301056	done	0.053181	0.05598238200764172	36.298752
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-0.yml	done	0.031014	0.033727078000083566	31.457280	done	0.039973	0.04255028899933677	31.563776	done	0.028648	0.031024829993839376	31.428608	done	0.027856	0.03035098400141578	31.723520
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-1.yml	done	0.028529	0.030950289001339115	31.715328	done	0.027121	0.030134681990602985	31.485952	done	0.03027	0.03284319999511354	31.555584	done	0.028176	0.03054020799754653	31.711232
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-10.yml	done	0.036883	0.039565514991409145	32.636928	done	0.041879	0.04507903200283181	32.841728	done	0.03283	0.03588797600241378	31.973376	done	0.051264	0.05454798800928984	33.603584
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-11.yml	done	0.037109	0.04069305599841755	32.243712	done	0.039568	0.04197931499220431	32.710656	done	0.032652	0.03604332800023258	31.965184	done	0.049248	0.05183244000363629	33.615872
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-12.yml	done	0.030185	0.03285158300423063	32.026624	done	0.029802	0.03206476499326527	31.772672	done	0.028466	0.030724625001312234	31.645696	done	0.033327	0.03610811798716895	32.825344
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-13.yml	done	0.031639	0.03443804199923761	31.748096	done	0.030175	0.032647610001731664	31.973376	done	0.030335	0.032651339992298745	31.899648	done	0.036344	0.039151529999799095	32.677888
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-14.yml	done	0.036597	0.038884427995071746	31.932416	done	0.029762	0.032255291007459164	31.952896	done	0.026728	0.029062818008242175	31.621120	done	0.030871	0.033767019005608745	32.780288
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-15.yml	done	0.02933	0.03159238399530295	31.789056	done	0.028608	0.03091883400338702	31.694848	done	0.034078	0.036391134999576025	31.690752	done	0.032473	0.03532453501247801	32.567296
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-16.yml	done	0.03142	0.034436165005899966	31.784960	done	0.031476	0.03425878699636087	32.006144	done	0.031862	0.03458583699830342	31.928320	done	0.031829	0.03467840200755745	32.243712
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-17.yml	done	0.029696	0.03232137899613008	31.768576	done	0.030809	0.03337494199513458	31.834112	done	0.033663	0.036431929998798296	31.838208	done	0.033443	0.03599741400103085	32.231424
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-18.yml	done	0.030444	0.032583175008767284	32.239616	done	0.03104	0.033387415009201504	32.051200	done	0.02976	0.03247313298925292	31.830016	done	0.04253	0.045182086003478616	33.517568
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-19.yml	done	0.02981	0.03274015100032557	31.989760	done	0.03246	0.03505591399152763	32.313344	done	0.032425	0.03499757600366138	31.805440	done	0.034537	0.03763009600515943	33.497088
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-2.yml	done	0.027941	0.02997814500122331	31.608832	done	0.031589	0.03426646099251229	31.916032	done	0.031952	0.035216813994338736	31.416320	done	0.029747	0.03211515600560233	32.260096
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-20.yml	done	0.029996	0.03215531600289978	31.916032	done	0.031599	0.034217864013044164	32.112640	done	0.026325	0.029052699013845995	31.891456	done	0.036801	0.03931950801052153	33.771520
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-21.yml	done	0.034047	0.03667637100443244	32.038912	done	0.030957	0.03354966199549381	32.120832	done	0.029136	0.03240959200775251	32.067584	done	0.033985	0.036937848999514244	33.751040
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-22.yml	done	0.038353	0.041343970005982555	32.206848	done	0.034016	0.03643760099657811	32.456704	done	0.029725	0.032763584997155704	32.190464	done	0.038727	0.04115981099312194	33.357824
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-23.yml	done	0.032892	0.03515431800042279	32.079872	done	0.033502	0.035850024010869674	32.206848	done	0.030396	0.03259212299599312	31.940608	done	0.036744	0.03954470800817944	33.239040
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-24.yml	done	0.049036	0.05155764099617954	34.144256	done	0.0645	0.06767418599338271	34.361344	done	0.036799	0.03984873500303365	32.677888	done	0.090008	0.09235206300218124	40.202240
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-25.yml	done	0.049055	0.051657333999173716	33.869824	done	0.060969	0.06369372599874623	34.361344	done	0.041614	0.04418590199202299	32.665600	done	0.090112	0.09256296200328507	40.075264
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-26.yml	done	0.038536	0.04063284699805081	33.177600	done	0.046014	0.048874464991968125	33.419264	done	0.034426	0.0365710469923215	32.538624	done	0.085668	0.08870755200041458	39.985152
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-27.yml	done	0.041016	0.04300682900066022	33.259520	done	0.042445	0.04502060200320557	33.271808	done	0.033476	0.035731625990592875	32.538624	done	0.082018	0.08530154598702211	39.972864
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-28.yml	done	0.047992	0.05081799300387502	33.845248	done	0.056343	0.05877141600649338	34.504704	done	0.038712	0.04178740599309094	32.923648	done	0.101923	0.10451944600208662	38.309888
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-29.yml	done	0.046695	0.049054716000682674	34.082816	done	0.059281	0.06104196500382386	34.299904	done	0.039072	0.04152311400684994	33.095680	done	0.101964	0.10453823799616657	38.187008
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-3.yml	done	0.027565	0.03006265299336519	31.768576	done	0.028253	0.030995761990197934	31.797248	done	0.031224	0.03321327400044538	31.412224	done	0.030894	0.03336675200262107	32.260096
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-30.yml	done	0.037884	0.04053513699909672	33.243136	done	0.041915	0.04417672200361267	33.280000	done	0.035399	0.0379814250045456	32.784384	done	0.079352	0.08225912100169808	39.845888
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-31.yml	done	0.039613	0.0426231360033853	33.439744	done	0.040089	0.042549313002382405	33.288192	done	0.040865	0.043385297001805156	32.784384	done	0.081069	0.08328189300664235	39.882752
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-32.yml	done	0.038523	0.04055750799307134	33.361920	done	0.040203	0.0435331810003845	33.460224	done	0.035333	0.03862622199812904	33.095680	done	0.07833	0.08159666399296839	40.038400
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-33.yml	done	0.039347	0.0421404899971094	33.222656	done	0.044	0.04641369699675124	33.329152	done	0.03403	0.03712516299856361	32.837632	done	0.077859	0.0809052210097434	39.878656
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-34.yml	done	0.082927	0.0884227469941834	33.202176	done	0.038268	0.04098842100938782	33.357824	done	0.061096	0.06405283699859865	32.780288	done	0.100069	0.10375058000499848	38.526976
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-35.yml	done	0.034489	0.036316415993496776	32.980992	done	0.037873	0.0406093210040126	33.107968	done	0.034978	0.03755888799787499	32.817152	done	0.067819	0.07084596699860413	38.608896
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-36.yml	done	0.025154	0.02770041298936121	31.080448	done	0.029762	0.03281215899914969	31.309824	done	0.029476	0.03293895001115743	31.084544	done	0.027334	0.029942897002911195	30.973952
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-37.yml	done	0.026754	0.02907800600223709	31.223808	done	0.025967	0.0284143010067055	31.232000	done	0.028209	0.03106389100139495	31.223808	done	0.026131	0.02871866399073042	31.105024
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-38.yml	done	0.026297	0.029418692996841855	30.969856	done	0.025217	0.028435134008759633	30.978048	done	0.027327	0.0301237259991467	31.236096	done	0.029159	0.032438308000564575	31.088640
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-39.yml	done	0.028879	0.031716896992293186	31.256576	done	0.025414	0.028001412996673025	31.211520	done	0.029606	0.032008512993343174	30.990336	done	0.025323	0.02784425500431098	31.076352
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-4.yml	done	0.028432	0.03034596399811562	31.612928	done	0.031269	0.03406096600519959	31.760384	done	0.031302	0.0341298350103898	31.420416	done	0.034295	0.0362650219904026	31.870976
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-40.yml	done	0.026868	0.02955338299216237	31.223808	done	0.026547	0.029546456004027277	30.961664	done	0.028103	0.030584349995478988	31.100928	done	0.025135	0.027568492994760163	30.973952
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-41.yml	done	0.032464	0.035217484008171596	30.969856	done	0.023998	0.026578336997772567	30.957568	done	0.02822	0.03067143699445296	31.301632	done	0.028541	0.03093082299164962	30.953472
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-5.yml	done	0.031132	0.03351150899834465	31.629312	done	0.029071	0.031059578992426395	31.719424	done	0.029209	0.03138408099766821	31.547392	done	0.029566	0.031902216011076234	31.858688
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-6.yml	done	0.032548	0.035275859001558274	32.223232	done	0.033651	0.03630573599366471	32.276480	done	0.031991	0.03445130999898538	31.989760	done	0.041668	0.04442516400013119	34.799616
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-7.yml	done	0.038228	0.04104726800869685	32.268288	done	0.035437	0.0372072229947662	32.268288	done	0.029742	0.0321343679970596	31.993856	done	0.04742	0.049908385990420356	34.975744
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-8.yml	done	0.036495	0.03825297800358385	32.149504	done	0.033109	0.035183778003556654	32.178176	done	0.029228	0.03151427900593262	31.850496	done	0.041763	0.04398191999644041	34.656256
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-9.yml	done	0.031602	0.03391413799545262	32.075776	done	0.034707	0.0370874090003781	32.120832	done	0.030132	0.032378661999246106	32.231424	done	0.040411	0.043356626003514975	34.656256
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-0.yml	done	0.026676	0.029596177992061712	31.236096	done	0.03253	0.03520597700844519	31.395840	done	0.027652	0.03081178000138607	31.260672	done	0.027007	0.029130738010280766	31.297536
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-1.yml	done	0.027282	0.02961211399815511	31.358976	done	0.031014	0.033328785008052364	31.256576	done	0.028747	0.03058806899935007	31.473664	done	0.027293	0.029429572998196818	31.318016
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-10.yml	TIMEOUT	30.860932	30.872130448988173	363.966464	done	0.025902	0.028623892008909024	31.485952	done	0.027848	0.030443253010162152	31.223808	done	0.03352	0.036348013003589585	31.473664
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-11.yml	TIMEOUT	30.85746	30.868164965999313	364.556288	done	0.028495	0.030658511008368805	31.506432	done	0.031045	0.033527639010571875	31.477760	done	0.027542	0.02967672501108609	31.285248
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-2.yml	TIMEOUT	30.861543	30.87177498100209	535.920640	done	0.02736	0.030308774003060535	31.281152	done	0.027669	0.02974780798831489	31.260672	done	0.028693	0.03155757000786252	31.498240
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-3.yml	TIMEOUT	30.870937	30.87989349401323	535.252992	done	0.028282	0.03125017300772015	31.281152	done	0.027444	0.029730912996456027	31.518720	done	0.027657	0.030176062005921267	31.612928
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-4.yml	TIMEOUT	30.861164	30.87291740300134	516.960256	done	0.026159	0.028252631003852002	31.363072	done	0.026875	0.029384198001935147	31.346688	done	0.026792	0.029623818991240114	31.342592
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-5.yml	TIMEOUT	30.860988	30.873354961004225	516.898816	done	0.027583	0.030455947999143973	31.293440	done	0.028394	0.030138973001157865	31.477760	done	0.028614	0.030875504002324305	31.354880
