tool	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-11.yml	TIMEOUT	30.86362	30.873083245009184	446.930944	done	0.027198	0.0292301400040742	31.510528	done	0.029533	0.03267513800528832	31.424512	done	0.027862	0.03041135500825476	31.625216
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-14.yml	TIMEOUT	30.859998	30.870873856998514	484.646912	done	0.029762	0.032415768000646494	31.653888	done	0.028832	0.03186956400168128	31.449088	done	0.032083	0.03434561498579569	31.854592
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-15.yml	TIMEOUT	30.861529	30.87250523599505	484.343808	done	0.030134	0.03296503599267453	31.576064	done	0.028656	0.031457211007364094	31.518720	done	0.030033	0.03267275000689551	31.776768
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-16.yml	TIMEOUT	30.863572	30.874621290990035	474.386432	done	0.031538	0.0342378950008424	31.584256	done	0.029317	0.03236482500506099	31.764480	done	0.029771	0.03227406198857352	32.026624
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-17.yml	TIMEOUT	30.861114	30.878264478989877	471.138304	done	0.035892	0.038283215995761566	31.588352	done	0.031758	0.034269773997948505	31.481856	done	0.028745	0.03111254400573671	32.034816
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-2.yml	TIMEOUT	30.864469	30.874912863000645	449.368064	done	0.027512	0.030042052996577695	31.600640	done	0.027463	0.02959766300045885	31.391744	done	0.028939	0.031449032001546584	31.596544
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-3.yml	TIMEOUT	30.867571	30.88107879299787	445.853696	done	0.039473	0.0417322349967435	31.629312	done	0.028976	0.03131415099778678	31.404032	done	0.02695	0.02932326700829435	31.588352
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-4.yml	TIMEOUT	30.863606	30.876423480993253	581.599232	done	0.028583	0.030506327995681204	31.477760	done	0.029094	0.031869589001871645	31.387648	done	0.030741	0.03335276199504733	31.858688
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-5.yml	TIMEOUT	30.862484	30.877027779002674	581.398528	done	0.026952	0.029699561011511832	31.473664	done	0.029876	0.031485245999647304	31.399936	done	0.034721	0.037193731011939235	31.817728
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-8.yml	TIMEOUT	30.864081	30.876546283005155	455.622656	done	0.028112	0.03043213799537625	31.494144	done	0.029951	0.032702922995667905	31.756288	done	0.028107	0.03044566500466317	31.920128
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-9.yml	TIMEOUT	30.865538	30.877126049992512	456.564736	done	0.030517	0.032778442997368984	31.498240	done	0.029519	0.03202926699304953	31.526912	done	0.033913	0.03622574401379097	31.645696
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-10.yml	TIMEOUT	30.864117	30.87368408999464	447.963136	done	0.026961	0.028923869991558604	31.531008	done	0.03048	0.03406246399390511	31.731712	done	0.027523	0.030190026998752728	31.625216
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-11.yml	TIMEOUT	30.865354	30.87727916300355	447.627264	done	0.027355	0.029347985007916577	31.600640	done	0.033901	0.03617727699747775	31.424512	done	0.029779	0.03195735899498686	31.862784
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-14.yml	TIMEOUT	30.863627	30.873660530007328	484.237312	done	0.027166	0.02968645498913247	31.580160	done	0.027533	0.030502484005410224	31.571968	done	0.033471	0.03620825499820057	31.768576
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-15.yml	TIMEOUT	30.865704	30.87898797901289	485.285888	done	0.029173	0.03160398598993197	31.576064	done	0.028826	0.03178578900406137	31.436800	done	0.029424	0.031785614002728835	31.772672
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-16.yml	TIMEOUT	30.866459	30.875841291999677	471.814144	done	0.027911	0.029937778002931736	31.834112	done	0.028786	0.030958522998844273	31.678464	done	0.03044	0.033420608000596985	32.018432
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-17.yml	TIMEOUT	30.866727	30.8761049649911	472.285184	done	0.033812	0.03610978100914508	31.580160	done	0.033922	0.03664224500244018	31.485952	done	0.031435	0.03370098200684879	32.022528
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-2.yml	TIMEOUT	30.865656	30.875009648996638	444.780544	done	0.028317	0.031893906998448074	31.473664	done	0.028976	0.03138091499567963	31.457280	done	0.027939	0.030354064001585357	31.858688
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-3.yml	TIMEOUT	30.866119	30.876457326012314	448.790528	done	0.027504	0.030103276003501378	31.686656	done	0.028254	0.030921247001970187	31.395840	done	0.036231	0.03902431200549472	31.608832
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-4.yml	TIMEOUT	30.863582	30.87768570499611	581.275648	done	0.029774	0.03182848000142258	31.604736	done	0.03418	0.037430203999974765	31.551488	done	0.030973	0.033112545002950355	31.739904
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-5.yml	TIMEOUT	30.864305	30.87599668299663	444.284928	done	0.029009	0.03066687200043816	31.580160	done	0.0288	0.031261188007192686	31.404032	done	0.029036	0.031418568003573455	31.588352
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-8.yml	TIMEOUT	30.865433	30.877383971004747	457.981952	done	0.027124	0.029542044998379424	31.506432	done	0.028035	0.03064668299339246	31.662080	done	0.032222	0.03470273500715848	31.653888
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-9.yml	TIMEOUT	30.864358	30.87884469900746	458.498048	done	0.028088	0.03068353098933585	31.662080	done	0.028825	0.031399853993207216	31.408128	done	0.027976	0.03029373098979704	31.776768
svcomp2025-cra-monotone-hulls/loop-acceleration/functions_1-1f961c6.i---hull-2.yml	TIMEOUT	30.863819	30.871908679007902	462.385152	done	0.026342	0.02889145399967674	31.518720	done	0.029519	0.032002225998439826	31.485952	done	0.030532	0.03274471299664583	31.920128
svcomp2025-cra-monotone-hulls/loop-acceleration/functions_1-1f961c6.i---hull-3.yml	TIMEOUT	30.862358	30.874910861995886	469.061632	done	0.027882	0.02973435999592766	31.752192	done	0.031187	0.034059410987538286	31.555584	done	0.041079	0.044768162988475524	31.911936
svcomp2025-cra-monotone-hulls/loop-acceleration/functions_1-1f961c6.i---hull-4.yml	TIMEOUT	30.866648	30.875337085002684	459.370496	done	0.028106	0.030503736008540727	31.535104	done	0.027173	0.02937346500402782	31.465472	done	0.034073	0.03646950499387458	31.748096
svcomp2025-cra-monotone-hulls/loop-acceleration/functions_1-1f961c6.i---hull-5.yml	TIMEOUT	30.866862	30.873383942001965	461.037568	done	0.027621	0.03064530399569776	31.531008	done	0.028474	0.031336129002738744	31.461376	done	0.03087	0.033494557996164076	31.866880
svcomp2025-cra-monotone-hulls/loop-acceleration/functions_1-2b3aeeb.i---hull-2.yml	TIMEOUT	30.862932	30.872780196004896	469.884928	done	0.027999	0.030835721001494676	31.637504	done	0.02835	0.031562860996928066	31.477760	done	0.029204	0.03208892198745161	31.903744
svcomp2025-cra-monotone-hulls/loop-acceleration/functions_1-2b3aeeb.i---hull-3.yml	TIMEOUT	30.86352	30.872037388005992	467.603456	done	0.034243	0.03686023199406918	31.535104	done	0.029294	0.03245339498971589	31.776768	done	0.032522	0.035070911995717324	31.911936
svcomp2025-cra-monotone-hulls/loop-acceleration/functions_1-2b3aeeb.i---hull-4.yml	TIMEOUT	30.863498	30.874437247010064	463.831040	done	0.027886	0.030447247001575306	31.784960	done	0.028686	0.03091398200194817	31.481856	done	0.029332	0.031828370003495365	31.801344
svcomp2025-cra-monotone-hulls/loop-acceleration/functions_1-2b3aeeb.i---hull-5.yml	TIMEOUT	30.865068	30.875124522994156	462.655488	done	0.029661	0.032545135996770114	31.547392	done	0.029955	0.032314245007000864	31.477760	done	0.027917	0.030593960007536225	31.744000
svcomp2025-cra-monotone-hulls/loop-acceleration/nested_1-1d5a4d3.i---hull-10.yml	TIMEOUT	30.863988	30.87240665400168	385.646592	done	0.026508	0.02962072398804594	31.424512	done	0.028049	0.030331575995660387	31.449088	done	0.027081	0.029507012994145043	31.461376
svcomp2025-cra-monotone-hulls/loop-acceleration/nested_1-1d5a4d3.i---hull-11.yml	TIMEOUT	30.864774	30.873037077995832	389.177344	done	0.027852	0.029891718993894756	31.395840	done	0.030805	0.033113958008470945	31.342592	done	0.028163	0.030481383990263566	31.551488
svcomp2025-cra-monotone-hulls/loop-acceleration/nested_1-1d5a4d3.i---hull-8.yml	TIMEOUT	30.85991	30.873211181009538	391.073792	done	0.02777	0.030293987001641653	31.477760	done	0.030613	0.03238501399755478	31.444992	done	0.027221	0.02965327700076159	31.453184
svcomp2025-cra-monotone-hulls/loop-acceleration/nested_1-1d5a4d3.i---hull-9.yml	TIMEOUT	30.863036	30.873124089994235	390.905856	done	0.028964	0.031341972993686795	31.395840	done	0.031848	0.034445452998625115	31.338496	done	0.029399	0.0320242839952698	31.469568
svcomp2025-cra-monotone-hulls/loop-acceleration/nested_1-21bced6.i---hull-10.yml	TIMEOUT	30.862798	30.875552911005798	387.649536	done	0.03326	0.035511772002791986	31.420416	done	0.027504	0.029352211000514217	31.457280	done	0.027595	0.03051099598815199	31.465472
svcomp2025-cra-monotone-hulls/loop-acceleration/nested_1-21bced6.i---hull-11.yml	TIMEOUT	30.86207	30.872755999997025	386.449408	done	0.02991	0.03218079698854126	31.645696	done	0.027975	0.030735587992239743	31.338496	done	0.026917	0.029462620004778728	31.580160
svcomp2025-cra-monotone-hulls/loop-acceleration/nested_1-21bced6.i---hull-8.yml	TIMEOUT	30.863197	30.87619605999498	391.024640	done	0.034473	0.03729829500662163	31.420416	done	0.028475	0.030686662008520216	31.428608	done	0.034299	0.036398967989953235	31.637504
svcomp2025-cra-monotone-hulls/loop-acceleration/nested_1-21bced6.i---hull-9.yml	TIMEOUT	30.864079	30.872683274006704	390.230016	done	0.027332	0.02952068999002222	31.649792	done	0.028996	0.031428008995135315	31.346688	done	0.033762	0.03608419100055471	31.469568
svcomp2025-cra-monotone-hulls/loop-acceleration/phases_1-1b18d8d.i---hull-2.yml	TIMEOUT	30.856383	30.866199391006376	252.416000	done	0.027335	0.029479128992534243	31.330304	done	0.027385	0.029839568989700638	31.260672	done	0.028426	0.031304827993153594	31.502336
svcomp2025-cra-monotone-hulls/loop-acceleration/phases_1-1b18d8d.i---hull-3.yml	TIMEOUT	30.856539	30.86591870301345	252.903424	done	0.027903	0.029939864994958043	31.338496	done	0.02727	0.030308490997413173	32.010240	done	0.028799	0.031252504006261006	31.457280
svcomp2025-cra-monotone-hulls/loop-acceleration/phases_1-1b18d8d.i---hull-4.yml	TIMEOUT	30.860573	30.872357254993403	371.261440	done	0.029409	0.03102222000597976	31.412224	done	0.026902	0.029026093005086295	31.518720	done	0.032839	0.03547665200312622	31.420416
svcomp2025-cra-monotone-hulls/loop-acceleration/phases_1-1b18d8d.i---hull-5.yml	TIMEOUT	30.861103	30.873283426000853	371.597312	done	0.025284	0.0271435969916638	31.326208	done	0.028285	0.030800664011621848	31.264768	done	0.030398	0.03342120099114254	31.567872
svcomp2025-cra-monotone-hulls/loop-acceleration/phases_1-286dbd3.i---hull-2.yml	TIMEOUT	30.85578	30.867916071991203	253.136896	done	0.027824	0.03154035599436611	31.354880	done	0.028773	0.03114757899311371	31.322112	done	0.028693	0.03153906099032611	31.412224
svcomp2025-cra-monotone-hulls/loop-acceleration/phases_1-286dbd3.i---hull-3.yml	TIMEOUT	30.857733	30.86747118899075	252.121088	done	0.029546	0.03242925999802537	31.494144	done	0.027884	0.030648549989564344	31.277056	done	0.031078	0.033350833007716574	31.424512
svcomp2025-cra-monotone-hulls/loop-acceleration/phases_1-286dbd3.i---hull-4.yml	TIMEOUT	30.860961	30.87254999500874	371.621888	done	0.029965	0.03225614999246318	31.473664	done	0.028674	0.03155708899430465	31.367168	done	0.027591	0.030973208995419554	31.608832
svcomp2025-cra-monotone-hulls/loop-acceleration/phases_1-286dbd3.i---hull-5.yml	TIMEOUT	30.862483	30.874492828006623	372.031488	done	0.028875	0.031283926000469364	31.322112	done	0.026755	0.029186911997385323	31.260672	done	0.027202	0.02994246299203951	31.657984
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_1-1ccc8ee.i---hull-2.yml	TIMEOUT	30.862278	30.872027058008825	366.710784	done	0.028981	0.030821168998954818	31.227904	done	0.027987	0.0302553889923729	31.207424	done	0.02803	0.030892135997419246	31.272960
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_1-1ccc8ee.i---hull-3.yml	TIMEOUT	30.8581	30.871910361005575	365.002752	done	0.027143	0.02924495299521368	31.457280	done	0.027782	0.030513100005919114	31.211520	done	0.027386	0.03043259200057946	31.285248
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_1-1ccc8ee.i---hull-4.yml	TIMEOUT	30.86006	30.871315465003136	363.974656	done	0.026076	0.028407285994035192	31.498240	done	0.032171	0.034459185000741854	31.551488	done	0.025953	0.028945990998181514	31.285248
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_1-1ccc8ee.i---hull-5.yml	TIMEOUT	30.859428	30.87083810000331	362.569728	done	0.030313	0.0326085879933089	31.367168	done	0.030012	0.0323294529953273	31.211520	done	0.027189	0.02985605700814631	31.543296
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_1-25dd335.i---hull-2.yml	TIMEOUT	30.861692	30.872646341988002	366.977024	done	0.026371	0.02841425900987815	31.232000	done	0.026536	0.028670354004134424	31.326208	done	0.027658	0.030816647005849518	31.281152
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_1-25dd335.i---hull-3.yml	TIMEOUT	30.859097	30.87090389500372	367.513600	done	0.026048	0.028605952000361867	31.227904	done	0.027026	0.02979536700877361	31.465472	done	0.029854	0.03325419299653731	31.350784
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_1-25dd335.i---hull-4.yml	TIMEOUT	30.858511	30.871202562004328	362.196992	done	0.025508	0.027871229001902975	31.240192	done	0.031381	0.03360616898862645	31.334400	done	0.029173	0.03208423499017954	31.547392
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_1-25dd335.i---hull-5.yml	TIMEOUT	30.85869	30.871052016998874	362.774528	done	0.026809	0.028922860001330264	31.350784	done	0.028804	0.031414890006999485	31.223808	done	0.0286	0.0315403210115619	31.301632
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_2-104863b.i---hull-2.yml	TIMEOUT	30.859514	30.87111881499004	367.624192	done	0.032225	0.034219676002976485	31.223808	done	0.034929	0.037749469993286766	31.469568	done	0.026993	0.029336881008930504	31.285248
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_2-104863b.i---hull-3.yml	TIMEOUT	30.85927	30.871318010991672	367.357952	done	0.029588	0.03137162100756541	31.277056	done	0.027132	0.029787747000227682	31.215616	done	0.033034	0.03594003399484791	31.531008
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_2-104863b.i---hull-4.yml	TIMEOUT	30.86019	30.869584549000137	364.572672	done	0.02654	0.028921461998834275	31.236096	done	0.027065	0.029331085010198876	31.703040	done	0.072516	0.07538149600441102	31.281152
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_2-104863b.i---hull-5.yml	TIMEOUT	30.859072	30.872285956997075	363.601920	done	0.029753	0.031563091004500166	31.240192	done	0.028074	0.03029286600940395	31.383552	done	0.027853	0.03038257900334429	31.350784
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_2-2a2e675.i---hull-2.yml	TIMEOUT	30.862987	30.874243896992994	367.525888	done	0.03805	0.03999367599317338	31.617024	done	0.028548	0.03184687500470318	31.531008	done	0.031799	0.03404437701101415	31.293440
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_2-2a2e675.i---hull-3.yml	TIMEOUT	30.857678	30.870742054990842	367.849472	done	0.030985	0.03286769300757442	31.232000	done	0.030835	0.03328509099083021	31.199232	done	0.027012	0.02977627399377525	31.424512
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_2-2a2e675.i---hull-4.yml	TIMEOUT	30.858879	30.87081110299914	362.856448	done	0.027693	0.029448007990140468	31.342592	done	0.02725	0.029744516999926418	31.207424	done	0.028914	0.031078262007213198	31.539200
svcomp2025-cra-monotone-hulls/loop-acceleration/simple_2-2a2e675.i---hull-5.yml	TIMEOUT	30.858384	30.871263594992342	363.446272	done	0.026671	0.029162864011595957	31.244288	done	0.028648	0.031339881010353565	31.285248	done	0.027645	0.029797377006616443	31.531008
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+lhb-reducer713520.i---hull-14.yml	TIMEOUT	30.853799	30.86448848800501	185.053184	done	0.039483	0.04130420199362561	31.789056	done	0.030821	0.03386487299576402	31.916032	done	0.031653	0.03440391999902204	32.022528
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+lhb-reducer713520.i---hull-15.yml	TIMEOUT	30.854121	30.864260212998488	185.397248	done	0.028785	0.03179499099496752	31.932416	done	0.028463	0.031015232001664117	31.584256	done	0.033766	0.036655767005868256	32.272384
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+lhb-reducer713520.i---hull-16.yml	TIMEOUT	30.853846	30.864934152996284	187.641856	done	0.027498	0.03035340699716471	31.678464	done	0.034226	0.037325198005419225	31.793152	done	0.030216	0.032590656002867036	31.965184
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+lhb-reducer713520.i---hull-17.yml	TIMEOUT	30.854207	30.86283090400684	185.843712	done	0.031146	0.033925930998520926	31.928320	done	0.029653	0.03225127600308042	31.789056	done	0.029232	0.031536505004623905	31.977472
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+lhb-reducer713520.i---hull-2.yml	TIMEOUT	30.859035	30.87089300400112	365.264896	done	0.027602	0.031041209993418306	31.494144	done	0.027207	0.030173598002875224	31.391744	done	0.026577	0.029171127011068165	31.256576
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+lhb-reducer713520.i---hull-3.yml	TIMEOUT	30.861772	30.87146321599721	366.952448	done	0.024979	0.027475176990265027	31.358976	done	0.027056	0.029697319012484513	31.293440	done	0.026547	0.029006601995206438	31.256576
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+lhb-reducer713520.i---hull-4.yml	TIMEOUT	30.858232	30.86985142499907	364.474368	done	0.025559	0.02875833900179714	31.494144	done	0.027852	0.030652607005322352	31.191040	done	0.028346	0.031069765987922437	31.285248
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+lhb-reducer713520.i---hull-5.yml	TIMEOUT	30.861039	30.87194613101019	364.703744	done	0.030539	0.033192882998264395	31.809536	done	0.029449	0.03238479500578251	31.191040	done	0.027636	0.03025209400220774	31.383552
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+nlh-reducer99c040.i---hull-14.yml	TIMEOUT	30.858313	30.871366464998573	367.202304	done	0.027287	0.029348058000323363	31.358976	done	0.026576	0.029435480988468044	31.191040	done	0.027005	0.030486463001579978	31.264768
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+nlh-reducer99c040.i---hull-15.yml	TIMEOUT	30.861286	30.871370895009022	367.321088	done	0.028044	0.029803654993884265	31.244288	done	0.027949	0.030559024002286606	31.444992	done	0.027374	0.03083152799808886	31.453184
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+nlh-reducer99c040.i---hull-16.yml	TIMEOUT	30.85993	30.86965544600389	362.983424	done	0.027829	0.03041499698883854	31.215616	done	0.027475	0.03042085299966857	31.469568	done	0.026655	0.029242246004287153	31.363072
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_4.i.v+nlh-reducer99c040.i---hull-17.yml	TIMEOUT	30.859554	30.870060868997825	362.934272	done	0.029414	0.03128493099939078	31.318016	done	0.029755	0.032679986994480714	31.461376	done	0.02691	0.03025658799742814	31.526912
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_42e29fe.i---hull-10.yml	TIMEOUT	30.858107	30.870347624004353	363.065344	done	0.031619	0.03405839599145111	31.240192	done	0.027669	0.030401313997572288	31.215616	done	0.027709	0.03018224700645078	31.547392
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_42e29fe.i---hull-11.yml	TIMEOUT	30.857657	30.869535555000766	364.204032	done	0.026192	0.028503125999122858	31.236096	done	0.028113	0.030706183999427594	31.444992	done	0.027988	0.03054052199877333	31.391744
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_42e29fe.i---hull-4.yml	TIMEOUT	30.856385	30.864192289998755	218.517504	done	0.027908	0.030432433006353676	31.522816	done	0.034582	0.036717383001814596	31.453184	done	0.03662	0.03924380100215785	31.629312
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_42e29fe.i---hull-5.yml	TIMEOUT	30.85884	30.86491883499548	218.783744	done	0.027332	0.029697744001168758	31.735808	done	0.031552	0.03356627000903245	31.584256	done	0.031143	0.03376947299693711	31.895552
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_42e29fe.i---hull-8.yml	TIMEOUT	30.859882	30.869268209993606	367.243264	done	0.026146	0.029981603001942858	31.580160	done	0.027803	0.03036589900148101	31.203328	done	0.02902	0.03118183699552901	31.272960
svcomp2025-cra-monotone-hulls/loop-crafted/simple_array_index_value_42e29fe.i---hull-9.yml	TIMEOUT	30.859533	30.868823816999793	365.772800	done	0.030526	0.0325470480020158	31.252480	done	0.029895	0.032385854006861337	31.309824	done	0.028058	0.030791236989898607	31.313920
svcomp2025-cra-monotone-hulls/loop-crafted/simple_vardep_12e314a.i---hull-2.yml	TIMEOUT	30.864492	30.872982087996206	457.658368	done	0.029689	0.031467679000343196	31.625216	done	0.027885	0.03063160300371237	31.399936	done	0.030321	0.033012825006153435	31.883264
svcomp2025-cra-monotone-hulls/loop-crafted/simple_vardep_12e314a.i---hull-3.yml	TIMEOUT	30.862488	30.872526966995792	457.932800	done	0.028184	0.030472352998913266	31.449088	done	0.027577	0.030088172003161162	31.502336	done	0.028706	0.031043666996993124	31.879168
