   BENCHMARK INFORMATION
Compute the projection of the integer hull of existential formulas in the theory of linear integer-real arithmetic.
benchmark definition:    benchmark-defs/IntHull.xml
name:                    IntHull
run sets:                lira-convex-hull-real-relaxation-lw.cra-monotone-svcomp
date:                    Thu, 2025-07-03 14:43:50 EDT
tool:                    Projection of integer hull 1.0
tool executable:         /home/diagram/src/research/projects/duet/duet-nk-popl-local-abstraction/_build/default/srk/bigtop.exe
options:
resource limits:
- time:                  30 s
hardware requirements:
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    frame
os:                      Linux-6.11.0-28-generic-x86_64-with-glibc2.39
cpu:                     Intel Core Ultra 5 125H
- cores:                 18
- max frequency:         4500.0 MHz
- turbo boost enabled:   True
ram:                     33084.030976 MB
------------------------------------------------------------



lira-convex-hull-pc.cra-monotone-svcomp
Run set 1 of 18: skipped


lira-convex-hull-lplh.cra-monotone-svcomp
Run set 2 of 18: skipped


lira-convex-hull-pc-lplh.cra-monotone-svcomp
Run set 3 of 18: skipped


lira-convex-hull-real-relaxation-lw.cra-monotone-svcomp
Run set 4 of 18 with options '-lira-convex-hull-real-relaxation-lw' and propertyfile 'None'

inputfile                                                                        status                       cpu time   wall time        host
loops/bubble_sort-17c103a.i---hull-25.yml                                        done                             0.03        0.04        None
loops/bubble_sort-17c103a.i---hull-26.yml                                        done                             0.03        0.04        None
loops/bubble_sort-17c103a.i---hull-27.yml                                        done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-28.yml                                        done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-29.yml                                        done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-3.yml                                         done                             0.04        0.05        None
loops/bubble_sort-17c103a.i---hull-30.yml                                        done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-31.yml                                        done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-32.yml                                        done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-33.yml                                        done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-34.yml                                        done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-35.yml                                        done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-4.yml                                         done                             0.04        0.05        None
loops/bubble_sort-17c103a.i---hull-5.yml                                         done                             0.04        0.05        None
loops/bubble_sort-17c103a.i---hull-6.yml                                         done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-7.yml                                         done                             0.03        0.04        None
loops/bubble_sort-17c103a.i---hull-8.yml                                         done                             0.03        0.03        None
loops/bubble_sort-17c103a.i---hull-9.yml                                         done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-0.yml                                         done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-1.yml                                         done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-10.yml                                        done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-11.yml                                        done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-12.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-13.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-14.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-15.yml                                        done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-16.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-17.yml                                        done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-18.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-19.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-2.yml                                         done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-20.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-21.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-22.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-23.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-24.yml                                        done                             0.04        0.04        None
loops/bubble_sort-220e1b3.i---hull-25.yml                                        done                             0.04        0.04        None
loops/bubble_sort-220e1b3.i---hull-26.yml                                        done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-27.yml                                        done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-28.yml                                        done                             0.04        0.04        None
loops/bubble_sort-220e1b3.i---hull-29.yml                                        done                             0.04        0.04        None
loops/bubble_sort-220e1b3.i---hull-3.yml                                         done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-30.yml                                        done                             0.04        0.04        None
loops/bubble_sort-220e1b3.i---hull-31.yml                                        done                             0.04        0.04        None
loops/bubble_sort-220e1b3.i---hull-32.yml                                        done                             0.04        0.04        None
loops/bubble_sort-220e1b3.i---hull-33.yml                                        done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-34.yml                                        done                             0.06        0.06        None
loops/bubble_sort-220e1b3.i---hull-35.yml                                        done                             0.03        0.04        None
loops/bubble_sort-220e1b3.i---hull-36.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-37.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-38.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-39.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-4.yml                                         done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-40.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-41.yml                                        done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-5.yml                                         done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-6.yml                                         done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-7.yml                                         done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-8.yml                                         done                             0.03        0.03        None
loops/bubble_sort-220e1b3.i---hull-9.yml                                         done                             0.03        0.03        None
loops/compact12196a.i---hull-0.yml                                               done                             0.03        0.03        None
loops/compact12196a.i---hull-1.yml                                               done                             0.03        0.03        None
loops/compact12196a.i---hull-10.yml                                              done                             0.03        0.03        None
loops/compact12196a.i---hull-11.yml                                              done                             0.03        0.03        None
loops/compact12196a.i---hull-2.yml                                               done                             0.03        0.03        None
loops/compact12196a.i---hull-3.yml                                               done                             0.03        0.03        None
loops/compact12196a.i---hull-4.yml                                               done                             0.03        0.03        None
loops/compact12196a.i---hull-5.yml                                               done                             0.03        0.03        None
loops/compact12196a.i---hull-6.yml                                               done                             0.03        0.03        None
loops/compact12196a.i---hull-7.yml                                               done                             0.03        0.03        None
loops/compact12196a.i---hull-8.yml                                               done                             0.03        0.03        None
loops/compact12196a.i---hull-9.yml                                               done                             0.03        0.03        None
loops/count_up_down-106268b.i---hull-0.yml                                       done                             0.03        0.03        None
loops/count_up_down-106268b.i---hull-1.yml                                       done                             0.03        0.03        None
loops/count_up_down-106268b.i---hull-2.yml                                       done                             0.03        0.03        None
loops/count_up_down-106268b.i---hull-3.yml                                       done                             0.03        0.03        None
loops/count_up_down-106268b.i---hull-4.yml                                       done                             0.03        0.03        None
loops/count_up_down-106268b.i---hull-5.yml                                       done                             0.03        0.03        None
loops/count_up_down-201d388.i---hull-0.yml                                       done                             0.03        0.04        None
loops/count_up_down-201d388.i---hull-1.yml                                       done                             0.03        0.03        None
loops/count_up_down-201d388.i---hull-2.yml                                       done                             0.03        0.03        None
loops/count_up_down-201d388.i---hull-3.yml                                       done                             0.03        0.03        None
loops/count_up_down-201d388.i---hull-4.yml                                       done                             0.03        0.03        None
loops/count_up_down-201d388.i---hull-5.yml                                       done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-0.yml                                           done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-1.yml                                           done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-10.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-11.yml                                          done                             0.03        0.04        None
loops/eureka_01-2a9685a.i---hull-12.yml                                          done                             0.03        0.04        None
loops/eureka_01-2a9685a.i---hull-13.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-14.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-15.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-16.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-17.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-18.yml                                          done                             0.03        0.04        None
loops/eureka_01-2a9685a.i---hull-19.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-2.yml                                           done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-20.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-21.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-22.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-23.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-24.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-25.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-26.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-27.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-28.yml                                          done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-29.yml                                          done                             0.03        0.04        None
loops/eureka_01-2a9685a.i---hull-3.yml                                           done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-4.yml                                           done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-5.yml                                           done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-6.yml                                           done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-7.yml                                           done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-8.yml                                           done                             0.03        0.03        None
loops/eureka_01-2a9685a.i---hull-9.yml                                           done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-0.yml                                             done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-1.yml                                             done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-10.yml                                            done                             0.04        0.04        None
loops/eureka_052b2320.i---hull-11.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-12.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-13.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-14.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-15.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-16.yml                                            done                             0.08        0.09        None
loops/eureka_052b2320.i---hull-17.yml                                            done                             0.04        0.04        None
loops/eureka_052b2320.i---hull-18.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-19.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-2.yml                                             done                             0.04        0.04        None
loops/eureka_052b2320.i---hull-20.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-21.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-22.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-23.yml                                            done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-3.yml                                             done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-4.yml                                             done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-5.yml                                             done                             0.03        0.04        None
loops/eureka_052b2320.i---hull-6.yml                                             done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-7.yml                                             done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-8.yml                                             done                             0.03        0.03        None
loops/eureka_052b2320.i---hull-9.yml                                             done                             0.03        0.03        None
loops/for_bounded_loop127d215.i---hull-0.yml                                     done                             0.03        0.03        None
loops/for_bounded_loop127d215.i---hull-1.yml                                     done                             0.03        0.03        None
loops/for_bounded_loop127d215.i---hull-2.yml                                     done                             0.03        0.03        None
loops/for_bounded_loop127d215.i---hull-3.yml                                     done                             0.03        0.03        None
loops/for_bounded_loop127d215.i---hull-4.yml                                     done                             0.04        0.04        None
loops/for_bounded_loop127d215.i---hull-5.yml                                     done                             0.03        0.03        None
loops/for_infinite_loop_161853d.i---hull-0.yml                                   done                             0.03        0.04        None
loops/for_infinite_loop_161853d.i---hull-1.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_161853d.i---hull-2.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_161853d.i---hull-3.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_161853d.i---hull-4.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_161853d.i---hull-5.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2b1c4c2.i---hull-0.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2b1c4c2.i---hull-1.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2b1c4c2.i---hull-2.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2b1c4c2.i---hull-3.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2b1c4c2.i---hull-4.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2b1c4c2.i---hull-5.yml                                   done                             0.03        0.03        None
loops/heavy-1458510.i---hull-0.yml                                               done                             0.03        0.03        None
loops/heavy-1458510.i---hull-1.yml                                               done                             0.03        0.03        None
loops/heavy-1458510.i---hull-10.yml                                              done                             0.03        0.03        None
loops/heavy-1458510.i---hull-11.yml                                              done                             0.03        0.03        None
loops/heavy-1458510.i---hull-12.yml                                              done                             0.03        0.03        None
loops/heavy-1458510.i---hull-13.yml                                              done                             0.03        0.03        None
loops/heavy-1458510.i---hull-14.yml                                              done                             0.03        0.03        None
loops/heavy-1458510.i---hull-15.yml                                              done                             0.03        0.03        None
loops/heavy-1458510.i---hull-16.yml                                              done                             0.03        0.03        None
loops/heavy-1458510.i---hull-17.yml                                              done                             0.03        0.03        None
loops/heavy-1458510.i---hull-2.yml                                               done                             0.03        0.03        None
loops/heavy-1458510.i---hull-3.yml                                               done                             0.03        0.03        None
loops/heavy-1458510.i---hull-4.yml                                               done                             0.03        0.03        None
loops/heavy-1458510.i---hull-5.yml                                               done                             0.03        0.03        None
loops/heavy-1458510.i---hull-6.yml                                               done                             0.03        0.04        None
loops/heavy-1458510.i---hull-7.yml                                               done                             0.03        0.03        None
loops/heavy-1458510.i---hull-8.yml                                               done                             0.03        0.03        None
loops/heavy-1458510.i---hull-9.yml                                               done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-0.yml                                               done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-1.yml                                               done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-10.yml                                              done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-11.yml                                              done                             0.03        0.04        None
loops/heavy-27a5a05.i---hull-12.yml                                              done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-13.yml                                              done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-14.yml                                              done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-15.yml                                              done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-16.yml                                              done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-17.yml                                              done                             0.03        0.04        None
loops/heavy-27a5a05.i---hull-2.yml                                               done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-3.yml                                               done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-4.yml                                               done                             0.03        0.04        None
loops/heavy-27a5a05.i---hull-5.yml                                               done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-6.yml                                               done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-7.yml                                               done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-8.yml                                               done                             0.03        0.03        None
loops/heavy-27a5a05.i---hull-9.yml                                               done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-0.yml                                    done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-1.yml                                    done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-10.yml                                   done                             0.04        0.04        None
loops/insertion_sort-1-2a6d975.i---hull-11.yml                                   done                             0.04        0.04        None
loops/insertion_sort-1-2a6d975.i---hull-12.yml                                   done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-13.yml                                   done                             0.04        0.04        None
loops/insertion_sort-1-2a6d975.i---hull-14.yml                                   done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-15.yml                                   done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-16.yml                                   done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-17.yml                                   done                             0.03        0.04        None
loops/insertion_sort-1-2a6d975.i---hull-18.yml                                   done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-19.yml                                   done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-2.yml                                    done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-20.yml                                   done                             0.07        0.07        None
loops/insertion_sort-1-2a6d975.i---hull-21.yml                                   done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-22.yml                                   done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-23.yml                                   done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-3.yml                                    done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-4.yml                                    done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-5.yml                                    done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-6.yml                                    done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-7.yml                                    done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-8.yml                                    done                             0.03        0.03        None
loops/insertion_sort-1-2a6d975.i---hull-9.yml                                    done                             0.03        0.04        None
loops/insertion_sort-1bf4b0f.i---hull-0.yml                                      done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-1.yml                                      done                             0.03        0.04        None
loops/insertion_sort-1bf4b0f.i---hull-10.yml                                     done                             0.04        0.04        None
loops/insertion_sort-1bf4b0f.i---hull-11.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-12.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-13.yml                                     done                             0.03        0.04        None
loops/insertion_sort-1bf4b0f.i---hull-14.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-15.yml                                     done                             0.04        0.04        None
loops/insertion_sort-1bf4b0f.i---hull-16.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-17.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-18.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-19.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-2.yml                                      done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-20.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-21.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-22.yml                                     done                             0.03        0.04        None
loops/insertion_sort-1bf4b0f.i---hull-23.yml                                     done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-3.yml                                      done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-4.yml                                      done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-5.yml                                      done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-6.yml                                      done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-7.yml                                      done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-8.yml                                      done                             0.03        0.03        None
loops/insertion_sort-1bf4b0f.i---hull-9.yml                                      done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-0.yml                                    done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-1.yml                                    done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-10.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-11.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-12.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-13.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-14.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-15.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-16.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-17.yml                                   done                             0.03        0.04        None
loops/insertion_sort-2-2869d30.i---hull-18.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-19.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-2.yml                                    done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-20.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-21.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-22.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-23.yml                                   done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-3.yml                                    done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-4.yml                                    done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-5.yml                                    done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-6.yml                                    done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-7.yml                                    done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-8.yml                                    done                             0.03        0.03        None
loops/insertion_sort-2-2869d30.i---hull-9.yml                                    done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-0.yml                                      done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-1.yml                                      done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-10.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-11.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-12.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-13.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-14.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-15.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-16.yml                                     done                             0.04        0.04        None
loops/insertion_sort-239eb6f.i---hull-17.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-18.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-19.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-2.yml                                      done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-20.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-21.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-22.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-23.yml                                     done                             0.03        0.03        None
loops/insertion_sort-239eb6f.i---hull-3.yml                                      done                             0.05        0.06        None
loops/insertion_sort-239eb6f.i---hull-4.yml                                      done                             0.03        0.03        None
