   BENCHMARK INFORMATION
Compute the projection of the integer hull of existential formulas in the theory of linear integer-real arithmetic.
benchmark definition:    benchmark-defs/IntHull.xml
name:                    IntHull
run sets:                compare-lira-convex-hull-pc-lplh-vs-real-relaxation-lw.termination-monotone-svcomp
date:                    Fri, 2025-07-04 02:45:34 EDT
tool:                    Projection of integer hull 1.0
tool executable:         /home/diagram/src/research/projects/duet/duet-nk-popl-local-abstraction/_build/default/srk/bigtop.exe
options:
resource limits:
- time:                  30 s
hardware requirements:
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    frame
os:                      Linux-6.11.0-28-generic-x86_64-with-glibc2.39
cpu:                     Intel Core Ultra 5 125H
- cores:                 18
- max frequency:         4500.0 MHz
- turbo boost enabled:   True
ram:                     33084.030976 MB
------------------------------------------------------------



lira-convex-hull-pc.termination-monotone-svcomp
Run set 1 of 18: skipped


lira-convex-hull-lplh.termination-monotone-svcomp
Run set 2 of 18: skipped


lira-convex-hull-pc-lplh.termination-monotone-svcomp
Run set 3 of 18: skipped


lira-convex-hull-real-relaxation-lw.termination-monotone-svcomp
Run set 4 of 18: skipped


lira-convex-hull-real-relaxation-fmcad15.termination-monotone-svcomp
Run set 5 of 18: skipped


compare-lira-convex-hull-pc-lplh-vs-pc.termination-monotone-svcomp
Run set 6 of 18: skipped


compare-lira-convex-hull-pc-lplh-vs-lira-lplh.termination-monotone-svcomp
Run set 7 of 18: skipped


compare-lira-convex-hull-pc-lplh-vs-real-relaxation-lw.termination-monotone-svcomp
Run set 8 of 18 with options '-compare-lira-convex-hull-pc-lplh-vs-real-relaxation-lw' and propertyfile 'None'

inputfile                                                                        status                       cpu time   wall time        host
loops/bubble_sort-14a063c.i---hull-33.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-34.yml                                        done                             0.03        0.04        None
loops/bubble_sort-14a063c.i---hull-35.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-36.yml                                        done                             0.04        0.04        None
loops/bubble_sort-14a063c.i---hull-37.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-38.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-39.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-4.yml                                         done                             0.11        0.11        None
loops/bubble_sort-14a063c.i---hull-40.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-41.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-42.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-43.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-44.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-45.yml                                        done                             0.03        0.04        None
loops/bubble_sort-14a063c.i---hull-46.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-47.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-48.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-49.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-5.yml                                         done                             0.11        0.11        None
loops/bubble_sort-14a063c.i---hull-50.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-51.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-52.yml                                        done                             0.09        0.10        None
loops/bubble_sort-14a063c.i---hull-53.yml                                        done                             0.09        0.09        None
loops/bubble_sort-14a063c.i---hull-54.yml                                        done                             0.08        0.09        None
loops/bubble_sort-14a063c.i---hull-55.yml                                        done                             0.08        0.09        None
loops/bubble_sort-14a063c.i---hull-56.yml                                        done                             0.04        0.04        None
loops/bubble_sort-14a063c.i---hull-57.yml                                        done                             0.04        0.05        None
loops/bubble_sort-14a063c.i---hull-58.yml                                        done                             0.04        0.05        None
loops/bubble_sort-14a063c.i---hull-59.yml                                        done                             0.04        0.05        None
loops/bubble_sort-14a063c.i---hull-6.yml                                         done                             0.04        0.05        None
loops/bubble_sort-14a063c.i---hull-60.yml                                        done                             0.04        0.05        None
loops/bubble_sort-14a063c.i---hull-61.yml                                        done                             0.05        0.05        None
loops/bubble_sort-14a063c.i---hull-62.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-63.yml                                        done                             0.03        0.03        None
loops/bubble_sort-14a063c.i---hull-7.yml                                         done                             0.05        0.05        None
loops/bubble_sort-14a063c.i---hull-8.yml                                         done                             0.04        0.04        None
loops/bubble_sort-14a063c.i---hull-9.yml                                         done                             0.04        0.05        None
loops/bubble_sort-24d2b90.i---hull-0.yml                                         done                             0.03        0.03        None
loops/bubble_sort-24d2b90.i---hull-1.yml                                         done                             0.03        0.03        None
loops/bubble_sort-24d2b90.i---hull-10.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-11.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-12.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-13.yml                                        done                             0.03        0.03        None
loops/bubble_sort-24d2b90.i---hull-14.yml                                        done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-15.yml                                        done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-16.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-17.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-18.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-19.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-2.yml                                         done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-20.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-21.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-22.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-23.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-24.yml                                        done                             0.07        0.08        None
loops/bubble_sort-24d2b90.i---hull-25.yml                                        done                             0.07        0.07        None
loops/bubble_sort-24d2b90.i---hull-26.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-27.yml                                        done                             0.05        0.06        None
loops/bubble_sort-24d2b90.i---hull-28.yml                                        done                             0.07        0.07        None
loops/bubble_sort-24d2b90.i---hull-29.yml                                        done                             0.07        0.07        None
loops/bubble_sort-24d2b90.i---hull-3.yml                                         done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-30.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-31.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-32.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-33.yml                                        done                             0.05        0.06        None
loops/bubble_sort-24d2b90.i---hull-34.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-35.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-36.yml                                        done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-37.yml                                        done                             0.03        0.03        None
loops/bubble_sort-24d2b90.i---hull-38.yml                                        done                             0.03        0.03        None
loops/bubble_sort-24d2b90.i---hull-39.yml                                        done                             0.03        0.03        None
loops/bubble_sort-24d2b90.i---hull-4.yml                                         done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-40.yml                                        done                             0.03        0.03        None
loops/bubble_sort-24d2b90.i---hull-41.yml                                        done                             0.03        0.03        None
loops/bubble_sort-24d2b90.i---hull-42.yml                                        done                             0.04        0.05        None
loops/bubble_sort-24d2b90.i---hull-43.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-44.yml                                        done                             0.04        0.05        None
loops/bubble_sort-24d2b90.i---hull-45.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-46.yml                                        done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-47.yml                                        done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-48.yml                                        done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-49.yml                                        done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-5.yml                                         done                             0.03        0.03        None
loops/bubble_sort-24d2b90.i---hull-50.yml                                        done                             0.03        0.04        None
loops/bubble_sort-24d2b90.i---hull-51.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-52.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-53.yml                                        done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-54.yml                                        done                             0.05        0.06        None
loops/bubble_sort-24d2b90.i---hull-55.yml                                        done                             0.05        0.06        None
loops/bubble_sort-24d2b90.i---hull-56.yml                                        done                             0.05        0.06        None
loops/bubble_sort-24d2b90.i---hull-57.yml                                        done                             0.06        0.06        None
loops/bubble_sort-24d2b90.i---hull-58.yml                                        done                             0.05        0.06        None
loops/bubble_sort-24d2b90.i---hull-59.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-6.yml                                         done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-60.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-61.yml                                        done                             0.05        0.05        None
loops/bubble_sort-24d2b90.i---hull-7.yml                                         done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-8.yml                                         done                             0.04        0.04        None
loops/bubble_sort-24d2b90.i---hull-9.yml                                         done                             0.04        0.04        None
loops/compactdd45f6.i---hull-0.yml                                               done                             0.03        0.03        None
loops/compactdd45f6.i---hull-1.yml                                               done                             0.03        0.04        None
loops/compactdd45f6.i---hull-10.yml                                              done                             0.03        0.03        None
loops/compactdd45f6.i---hull-11.yml                                              done                             0.03        0.03        None
loops/compactdd45f6.i---hull-12.yml                                              done                             0.03        0.03        None
loops/compactdd45f6.i---hull-13.yml                                              done                             0.03        0.03        None
loops/compactdd45f6.i---hull-14.yml                                              done                             0.03        0.04        None
loops/compactdd45f6.i---hull-15.yml                                              done                             0.03        0.03        None
loops/compactdd45f6.i---hull-16.yml                                              done                             0.03        0.04        None
loops/compactdd45f6.i---hull-17.yml                                              done                             0.03        0.03        None
loops/compactdd45f6.i---hull-2.yml                                               done                             0.03        0.03        None
loops/compactdd45f6.i---hull-3.yml                                               done                             0.03        0.03        None
loops/compactdd45f6.i---hull-4.yml                                               done                             0.03        0.03        None
loops/compactdd45f6.i---hull-5.yml                                               done                             0.03        0.03        None
loops/compactdd45f6.i---hull-6.yml                                               done                             0.03        0.03        None
loops/compactdd45f6.i---hull-7.yml                                               done                             0.03        0.04        None
loops/compactdd45f6.i---hull-8.yml                                               done                             0.03        0.04        None
loops/compactdd45f6.i---hull-9.yml                                               done                             0.03        0.03        None
loops/count_up_down-199cd3d.i---hull-0.yml                                       done                             0.03        0.04        None
loops/count_up_down-199cd3d.i---hull-1.yml                                       done                             0.03        0.03        None
loops/count_up_down-199cd3d.i---hull-2.yml                                       done                             0.03        0.03        None
loops/count_up_down-199cd3d.i---hull-3.yml                                       done                             0.03        0.03        None
loops/count_up_down-199cd3d.i---hull-4.yml                                       done                             0.03        0.03        None
loops/count_up_down-199cd3d.i---hull-5.yml                                       done                             0.03        0.03        None
loops/count_up_down-20a9452.i---hull-0.yml                                       done                             0.03        0.03        None
loops/count_up_down-20a9452.i---hull-1.yml                                       done                             0.03        0.03        None
loops/count_up_down-20a9452.i---hull-2.yml                                       done                             0.03        0.03        None
loops/count_up_down-20a9452.i---hull-3.yml                                       done                             0.03        0.04        None
loops/count_up_down-20a9452.i---hull-4.yml                                       done                             0.03        0.03        None
loops/count_up_down-20a9452.i---hull-5.yml                                       done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-0.yml                                           done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-1.yml                                           done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-10.yml                                          done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-11.yml                                          done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-12.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-13.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-14.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-15.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-16.yml                                          done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-17.yml                                          done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-18.yml                                          done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-19.yml                                          done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-2.yml                                           done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-20.yml                                          done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-21.yml                                          done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-22.yml                                          done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-23.yml                                          done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-24.yml                                          done                             0.04        0.05        None
loops/eureka_01-295ddfe.i---hull-25.yml                                          done                             0.04        0.05        None
loops/eureka_01-295ddfe.i---hull-26.yml                                          done                             0.05        0.05        None
loops/eureka_01-295ddfe.i---hull-27.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-28.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-29.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-3.yml                                           done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-30.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-31.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-32.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-33.yml                                          done                             0.04        0.05        None
loops/eureka_01-295ddfe.i---hull-34.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-35.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-36.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-37.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-38.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-39.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-4.yml                                           done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-40.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-41.yml                                          done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-42.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-43.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-44.yml                                          done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-45.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-46.yml                                          done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-47.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-48.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-49.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-5.yml                                           done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-50.yml                                          done                             0.04        0.05        None
loops/eureka_01-295ddfe.i---hull-51.yml                                          done                             0.04        0.04        None
loops/eureka_01-295ddfe.i---hull-52.yml                                          done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-53.yml                                          done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-6.yml                                           done                             0.03        0.03        None
loops/eureka_01-295ddfe.i---hull-7.yml                                           done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-8.yml                                           done                             0.03        0.04        None
loops/eureka_01-295ddfe.i---hull-9.yml                                           done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-0.yml                                             done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-1.yml                                             done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-10.yml                                            done                             0.04        0.04        None
loops/eureka_0553a7b8.i---hull-11.yml                                            done                             0.03        0.04        None
loops/eureka_0553a7b8.i---hull-12.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-13.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-14.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-15.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-16.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-17.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-18.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-19.yml                                            done                             0.04        0.04        None
loops/eureka_0553a7b8.i---hull-2.yml                                             done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-20.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-21.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-22.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-23.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-24.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-25.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-26.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-27.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-28.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-29.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-3.yml                                             done                             0.03        0.04        None
loops/eureka_0553a7b8.i---hull-30.yml                                            done                             0.04        0.04        None
loops/eureka_0553a7b8.i---hull-31.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-32.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-33.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-34.yml                                            done                             0.03        0.04        None
loops/eureka_0553a7b8.i---hull-35.yml                                            done                             0.04        0.04        None
loops/eureka_0553a7b8.i---hull-36.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-37.yml                                            done                             0.04        0.04        None
loops/eureka_0553a7b8.i---hull-38.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-39.yml                                            done                             0.04        0.04        None
loops/eureka_0553a7b8.i---hull-4.yml                                             done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-40.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-41.yml                                            done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-5.yml                                             done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-6.yml                                             done                             0.03        0.04        None
loops/eureka_0553a7b8.i---hull-7.yml                                             done                             0.03        0.03        None
loops/eureka_0553a7b8.i---hull-8.yml                                             done                             0.03        0.04        None
loops/eureka_0553a7b8.i---hull-9.yml                                             done                             0.03        0.04        None
loops/for_bounded_loop1da92b0.i---hull-0.yml                                     done                             0.03        0.04        None
loops/for_bounded_loop1da92b0.i---hull-1.yml                                     done                             0.03        0.03        None
loops/for_bounded_loop1da92b0.i---hull-2.yml                                     done                             0.03        0.03        None
loops/for_bounded_loop1da92b0.i---hull-3.yml                                     done                             0.03        0.03        None
loops/for_bounded_loop1da92b0.i---hull-4.yml                                     done                             0.03        0.04        None
loops/for_bounded_loop1da92b0.i---hull-5.yml                                     done                             0.03        0.03        None
loops/for_infinite_loop_1662a8c.i---hull-0.yml                                   done                             0.03        0.04        None
loops/for_infinite_loop_1662a8c.i---hull-1.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_1662a8c.i---hull-2.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_1662a8c.i---hull-3.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2ca92fd.i---hull-0.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2ca92fd.i---hull-1.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2ca92fd.i---hull-2.yml                                   done                             0.03        0.03        None
loops/for_infinite_loop_2ca92fd.i---hull-3.yml                                   done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-0.yml                                               done                             0.04        0.04        None
loops/heavy-1b343bd.i---hull-1.yml                                               done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-10.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-11.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-12.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-13.yml                                              done                             0.04        0.04        None
loops/heavy-1b343bd.i---hull-14.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-15.yml                                              done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-16.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-17.yml                                              done                             0.04        0.04        None
loops/heavy-1b343bd.i---hull-18.yml                                              done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-19.yml                                              done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-2.yml                                               done                             0.04        0.04        None
loops/heavy-1b343bd.i---hull-20.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-21.yml                                              done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-22.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-23.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-24.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-25.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-26.yml                                              done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-27.yml                                              done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-28.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-29.yml                                              done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-3.yml                                               done                             0.04        0.04        None
loops/heavy-1b343bd.i---hull-30.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-31.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-32.yml                                              done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-33.yml                                              done                             0.03        0.04        None
loops/heavy-1b343bd.i---hull-34.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-35.yml                                              done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-4.yml                                               done                             0.03        0.03        None
loops/heavy-1b343bd.i---hull-5.yml                                               done                             0.03        0.03        None
