tool	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0	Projection of integer hull 1.0
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-23.yml	done	0.053567	0.057593411998823285	31.182848
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-24.yml	done	0.05	0.05361414601793513	31.858688
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-25.yml	done	0.05788	0.06120285700308159	31.862784
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-26.yml	done	0.05269	0.05686191099812277	31.936512
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-27.yml	done	0.056932	0.06062972897780128	32.202752
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-28.yml	done	0.052467	0.05625575198791921	32.120832
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-29.yml	done	0.053144	0.057477294001728296	32.206848
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-3.yml	done	0.159558	0.16336935199797153	37.761024
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-30.yml	done	0.056583	0.06047429598402232	31.862784
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-31.yml	done	0.054287	0.05830224501551129	32.141312
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-32.yml	done	0.059929	0.06341877099475823	31.948800
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-33.yml	done	0.053483	0.05728926899610087	31.944704
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-34.yml	done	0.058396	0.06230317201698199	32.002048
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-35.yml	done	0.054654	0.05818690301384777	31.924224
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-4.yml	done	0.184782	0.18840211900533177	38.866944
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-5.yml	done	0.196816	0.20137608799268492	38.809600
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-6.yml	done	0.081351	0.0857583380129654	34.050048
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-7.yml	done	0.075242	0.07908499301993288	34.086912
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-8.yml	done	0.085772	0.09001719998195767	33.947648
svcomp2025-cra-monotone-hulls/loops/bubble_sort-17c103a.i---hull-9.yml	done	0.077574	0.08117023398517631	33.939456
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-0.yml	done	0.055626	0.05996604499523528	32.235520
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-1.yml	done	0.056265	0.060276489006355405	32.432128
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-10.yml	done	0.095733	0.09942204298567958	33.685504
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-11.yml	done	0.082989	0.08740990801015869	33.587200
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-12.yml	done	0.061913	0.0658207520027645	32.862208
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-13.yml	done	0.063663	0.06783591900602914	32.657408
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-14.yml	done	0.062823	0.06715974400867708	32.583680
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-15.yml	done	0.065528	0.06965042199590243	32.755712
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-16.yml	done	0.068783	0.07214971902430989	32.722944
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-17.yml	done	0.065907	0.07032541098305956	32.788480
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-18.yml	done	0.070426	0.07453653900302015	33.013760
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-19.yml	done	0.068659	0.07262021099450067	33.124352
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-2.yml	done	0.056998	0.06146411498775706	32.505856
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-20.yml	done	0.064522	0.0689250559953507	33.034240
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-21.yml	done	0.064893	0.06866383302258328	32.899072
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-22.yml	done	0.074074	0.0784696739865467	33.214464
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-23.yml	done	0.073227	0.07667095199576579	33.247232
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-24.yml	done	0.123646	0.12747553299413994	35.729408
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-25.yml	done	0.120688	0.12447655099094845	35.721216
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-26.yml	done	0.092942	0.09699605597415939	34.824192
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-27.yml	done	0.094631	0.09870618899003603	35.045376
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-28.yml	done	0.12387	0.12824962098966353	35.835904
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-29.yml	done	0.123026	0.12746916501782835	35.680256
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-3.yml	done	0.056059	0.06063390400959179	32.235520
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-30.yml	done	0.105447	0.1092006610124372	35.237888
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-31.yml	done	0.089065	0.09333315599360503	35.172352
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-32.yml	done	0.101023	0.10535124799935147	35.074048
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-33.yml	done	0.087015	0.0915141430159565	34.897920
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-34.yml	done	0.086973	0.09055249398807064	35.590144
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-35.yml	done	0.092968	0.09727145498618484	34.910208
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-36.yml	done	0.057115	0.06067743099993095	31.342592
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-37.yml	done	0.052505	0.057032612996408716	31.072256
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-38.yml	done	0.046153	0.05017728399252519	31.080448
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-39.yml	done	0.046922	0.05050850901170634	31.088640
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-4.yml	done	0.056627	0.06054577199392952	32.215040
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-40.yml	done	0.055915	0.0592125229886733	31.342592
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-41.yml	done	0.059876	0.0635254530061502	31.080448
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-5.yml	done	0.055565	0.059885627997573465	32.481280
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-6.yml	done	0.071146	0.07507803000044078	33.349632
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-7.yml	done	0.074139	0.07828959601465613	33.300480
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-8.yml	done	0.081747	0.08671399200102314	33.370112
svcomp2025-cra-monotone-hulls/loops/bubble_sort-220e1b3.i---hull-9.yml	done	0.072257	0.07641582100768574	33.173504
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-0.yml	done	0.055079	0.058890959015116096	32.178176
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-1.yml	done	0.054781	0.05882607999956235	32.022528
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-10.yml	done	0.056143	0.05994225898757577	31.989760
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-11.yml	done	0.045872	0.05053664502338506	31.883264
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-2.yml	done	0.051771	0.05573944398202002	31.670272
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-3.yml	done	0.052483	0.05651904598926194	31.522816
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-4.yml	done	0.057646	0.0622023880132474	31.535104
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-5.yml	done	0.051917	0.05620898201595992	31.657984
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-6.yml	done	0.054955	0.05865782298496924	31.846400
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-7.yml	done	0.05554	0.06004640000173822	31.846400
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-8.yml	done	0.050753	0.05454708801698871	32.264192
svcomp2025-cra-monotone-hulls/loops/compact12196a.i---hull-9.yml	done	0.056399	0.06014769899775274	32.153600
svcomp2025-cra-monotone-hulls/loops/count_up_down-106268b.i---hull-0.yml	done	0.054522	0.058965989999705926	31.551488
svcomp2025-cra-monotone-hulls/loops/count_up_down-106268b.i---hull-1.yml	done	0.052822	0.05657699701259844	31.436800
svcomp2025-cra-monotone-hulls/loops/count_up_down-106268b.i---hull-2.yml	done	0.049914	0.05337042297469452	31.404032
svcomp2025-cra-monotone-hulls/loops/count_up_down-106268b.i---hull-3.yml	done	0.059099	0.06359513799543492	31.756288
svcomp2025-cra-monotone-hulls/loops/count_up_down-106268b.i---hull-4.yml	done	0.059009	0.06341077500837855	31.424512
svcomp2025-cra-monotone-hulls/loops/count_up_down-106268b.i---hull-5.yml	done	0.059593	0.06364685401786119	31.494144
svcomp2025-cra-monotone-hulls/loops/count_up_down-201d388.i---hull-0.yml	done	0.054175	0.058450937998713925	31.535104
svcomp2025-cra-monotone-hulls/loops/count_up_down-201d388.i---hull-1.yml	done	0.052335	0.05622737901285291	31.555584
svcomp2025-cra-monotone-hulls/loops/count_up_down-201d388.i---hull-2.yml	done	0.05201	0.056197408004663885	31.653888
svcomp2025-cra-monotone-hulls/loops/count_up_down-201d388.i---hull-3.yml	done	0.055445	0.06009349401574582	31.399936
svcomp2025-cra-monotone-hulls/loops/count_up_down-201d388.i---hull-4.yml	done	0.056861	0.060804019012721255	31.416320
svcomp2025-cra-monotone-hulls/loops/count_up_down-201d388.i---hull-5.yml	done	0.062669	0.0664697669853922	31.539200
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-0.yml	done	0.062919	0.0674803809961304	31.932416
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-1.yml	done	0.046254	0.04990070199710317	31.817728
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-10.yml	done	0.054861	0.058296080998843536	32.157696
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-11.yml	done	0.058384	0.06232235301285982	32.264192
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-12.yml	done	0.082453	0.08651896700030193	33.640448
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-13.yml	done	0.084025	0.08774802999687381	33.865728
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-14.yml	done	0.071718	0.07642905198736116	33.390592
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-15.yml	done	0.069603	0.07348105500568636	33.128448
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-16.yml	done	0.06493	0.06872975497390144	33.492992
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-17.yml	done	0.066001	0.07036428598803468	33.230848
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-18.yml	done	0.067735	0.07173132299794815	33.189888
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-19.yml	done	0.070947	0.0749876519839745	33.452032
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-2.yml	done	0.055833	0.05989235400920734	31.408128
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-20.yml	done	0.071841	0.07575456498307176	33.132544
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-21.yml	done	0.070325	0.0741586750082206	33.480704
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-22.yml	done	0.07102	0.07510507799452171	33.132544
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-23.yml	done	0.068371	0.07163010802469216	33.136640
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-24.yml	done	0.080397	0.08448156900703907	32.964608
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-25.yml	done	0.069448	0.07364412100287154	33.165312
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-26.yml	done	0.065858	0.06992405900382437	32.792576
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-27.yml	done	0.065219	0.0692661459906958	32.894976
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-28.yml	done	0.066461	0.07086845699814148	32.804864
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-29.yml	done	0.063507	0.06749838800169528	32.800768
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-3.yml	done	0.055304	0.05917309899814427	31.707136
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-4.yml	done	0.052621	0.056469663977622986	31.404032
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-5.yml	done	0.052512	0.05638416201691143	31.408128
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-6.yml	done	0.054166	0.05765977600822225	32.419840
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-7.yml	done	0.063609	0.06793152901809663	32.112640
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-8.yml	done	0.052267	0.05632746999617666	32.342016
svcomp2025-cra-monotone-hulls/loops/eureka_01-2a9685a.i---hull-9.yml	done	0.056482	0.06054136299644597	32.202752
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-0.yml	done	0.064675	0.06891033600550145	32.272384
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-1.yml	done	0.056402	0.06041586599894799	32.526336
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-10.yml	done	0.059745	0.06369529099902138	32.333824
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-11.yml	done	0.06611	0.07052800199016929	32.849920
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-12.yml	done	0.060113	0.06373008998343721	31.870976
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-13.yml	done	0.057468	0.061924997018650174	32.157696
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-14.yml	done	0.052295	0.056791096983943135	31.895552
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-15.yml	done	0.051529	0.05566283702501096	32.002048
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-16.yml	done	0.051793	0.05557555501582101	32.149504
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-17.yml	done	0.059317	0.06316765799419954	31.993856
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-18.yml	done	0.058495	0.06241256999783218	32.104448
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-19.yml	done	0.054363	0.05843312299111858	32.124928
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-2.yml	done	0.055108	0.05956645598053001	32.157696
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-20.yml	done	0.0508	0.05435995297739282	32.026624
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-21.yml	done	0.052645	0.05625416702241637	32.104448
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-22.yml	done	0.051456	0.05573675598134287	31.842304
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-23.yml	done	0.056503	0.060080275987274945	31.862784
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-3.yml	done	0.063755	0.06751817298936658	32.149504
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-4.yml	done	0.059081	0.06336748399189673	32.206848
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-5.yml	done	0.055569	0.05927561499993317	32.215040
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-6.yml	done	0.05591	0.05991585901938379	32.194560
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-7.yml	done	0.055588	0.060543334984686226	32.182272
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-8.yml	done	0.065317	0.06936387100722641	32.514048
svcomp2025-cra-monotone-hulls/loops/eureka_052b2320.i---hull-9.yml	done	0.064857	0.06865782701061107	32.358400
svcomp2025-cra-monotone-hulls/loops/for_bounded_loop127d215.i---hull-0.yml	done	0.051893	0.056314140994800255	32.436224
svcomp2025-cra-monotone-hulls/loops/for_bounded_loop127d215.i---hull-1.yml	done	0.054766	0.0581877320073545	32.280576
svcomp2025-cra-monotone-hulls/loops/for_bounded_loop127d215.i---hull-2.yml	done	0.057531	0.06158819800475612	32.190464
svcomp2025-cra-monotone-hulls/loops/for_bounded_loop127d215.i---hull-3.yml	done	0.063639	0.06762005100608803	32.190464
svcomp2025-cra-monotone-hulls/loops/for_bounded_loop127d215.i---hull-4.yml	done	0.059613	0.06359682299080305	32.514048
svcomp2025-cra-monotone-hulls/loops/for_bounded_loop127d215.i---hull-5.yml	done	0.056614	0.06046887399861589	32.256000
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_161853d.i---hull-0.yml	done	0.060358	0.0644138740026392	31.993856
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_161853d.i---hull-1.yml	done	0.049562	0.053758677997393534	31.891456
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_161853d.i---hull-2.yml	done	0.057453	0.06128187399008311	32.296960
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_161853d.i---hull-3.yml	done	0.055059	0.059083083004225045	32.165888
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_161853d.i---hull-4.yml	done	0.054991	0.058885333011858165	31.911936
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_161853d.i---hull-5.yml	done	0.057885	0.06164829499903135	32.600064
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_2b1c4c2.i---hull-0.yml	done	0.052426	0.05649178702151403	31.854592
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_2b1c4c2.i---hull-1.yml	done	0.055843	0.0595986699918285	31.895552
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_2b1c4c2.i---hull-2.yml	done	0.053159	0.0571754039847292	31.997952
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_2b1c4c2.i---hull-3.yml	done	0.05743	0.06167097800062038	32.157696
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_2b1c4c2.i---hull-4.yml	done	0.055262	0.059066702000563964	31.911936
svcomp2025-cra-monotone-hulls/loops/for_infinite_loop_2b1c4c2.i---hull-5.yml	done	0.056247	0.0603373299818486	32.161792
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-0.yml	done	0.064173	0.06874130098731257	32.509952
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-1.yml	done	0.065	0.06902151901158504	32.362496
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-10.yml	done	0.053746	0.05855553800938651	32.239616
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-11.yml	done	0.056957	0.06092342399642803	32.239616
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-12.yml	done	0.061487	0.06508848301018588	32.366592
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-13.yml	done	0.061568	0.06535500602331012	32.657408
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-14.yml	done	0.062628	0.06694293199689128	32.346112
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-15.yml	done	0.058149	0.06191864801803604	32.661504
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-16.yml	done	0.055425	0.05975294302334078	32.382976
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-17.yml	done	0.057666	0.061718495009699836	32.382976
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-2.yml	done	0.059107	0.063073491997784	32.325632
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-3.yml	done	0.053375	0.05758413899457082	32.206848
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-4.yml	done	0.057404	0.061659678001888096	32.329728
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-5.yml	done	0.055767	0.059526185010327026	32.505856
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-6.yml	done	0.056245	0.06018842599587515	32.505856
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-7.yml	done	0.056932	0.060754916979931295	32.497664
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-8.yml	done	0.055352	0.05935402400791645	32.243712
svcomp2025-cra-monotone-hulls/loops/heavy-1458510.i---hull-9.yml	done	0.055281	0.05900228500831872	32.292864
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-0.yml	done	0.064604	0.06891917999018915	32.280576
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-1.yml	done	0.064823	0.06859334398177452	32.260096
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-10.yml	done	0.054883	0.05876010298379697	32.247808
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-11.yml	done	0.057677	0.0615288820117712	32.239616
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-12.yml	done	0.06439	0.0684567540010903	32.346112
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-13.yml	done	0.05535	0.05878639098955318	32.604160
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-14.yml	done	0.054038	0.05778586698579602	32.342016
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-15.yml	done	0.056508	0.0602970200125128	32.534528
svcomp2025-cra-monotone-hulls/loops/heavy-27a5a05.i---hull-16.yml	done	0.055607	0.059420882986159995	32.464896
